id;url;name;category;phone;fax;address;city;province;website;email;facilities;rate;DO_Y;DO_X;PRO_COM;ISTATPRO;ISTATREG
3461;http://www.turismo.intoscana.it/booking/html/mappa.php?id=3461;ALBERGO  LE TERME;Alberghi - Hotel;+39 0577 887150;+39 0577 887497;LOC. BAGNO VIGNONI;San Quirico d'Orcia;SI;www.albergoleterme.it;info@albergoleterme.it;"Aria Condizionata;Bar;Ristorante;Accettazione Animali;Proprio Parcheggio;Carta di Credito";3;43.0288172000;11.6178986000;SAN QUIRICO D'ORCIA;SIENA;Toscana
3463;http://www.turismo.intoscana.it/booking/html/mappa.php?id=3463;RELAIS PALAZZO DEL CAPITANO - RES. D'EPOCA;Alberghi - Hotel;+39 0577 899028;+39 0577 899421;VIA POLIZIANO, 18;San Quirico d'Orcia;SI;www.palazzodelcapitano.com;info@palazzodelcapitano.com;"Riscaldamento;Aria Condizionata;Bar;Telefono in camera;Frigo Bar;Asciugacapelli;Servizio Fax;Tv Satellitare;Accesso Internet;Wi-Fi;Ristorante;Accettazione Animali;Proprio Parcheggio;Propria Piscina Scoperta;Carta di Credito;Bancomat;Propria Autorimessa;S";4;43.0603384000;11.6041845000;SAN QUIRICO D'ORCIA;SIENA;Toscana
3469;http://www.turismo.intoscana.it/booking/html/mappa.php?id=3469;ROBERTA;Alberghi - Hotel;+39 0578 265636;+39 0578 774284;VIA ADIGE, 19;Sarteano;SI;www.albergoroberta.it;info@albergoroberta.it;"Riscaldamento;Ascensore;Bar;Telefono in camera;Cassette di Sicurezza in Camera;Frigo Bar;Asciugacapelli;Servizio Fax;Ristorante;Accettazione Animali;Proprio Parcheggio;Carta di Credito;Servizio Colazione in Camera;Lavatura e Stiratura Biancheria;Estintor";3;42.9938971942;11.8665754795;SARTEANO;SIENA;Toscana
3471;http://www.turismo.intoscana.it/booking/html/mappa.php?id=3471;HOTEL ATHENA;Alberghi - Hotel;+39 0577 286313;+39 0577 48153;VIA P. MASCAGNI, 55;Siena;SI;www.hotelathena.com;info@hotelathena.com;"Aria Condizionata;Ascensore;Bar;Telefono in camera;Cassette di Sicurezza in Camera;Frigo Bar;Asciugacapelli;Servizio Fax;Tv Satellitare;Accesso Internet;Wi-Fi;Ristorante;Accettazione Animali;Proprio Parcheggio;Carta di Credito;Propria Autorimessa;Servizi";4;43.3149038000;11.3255217000;SIENA;SIENA;Toscana
3473;http://www.turismo.intoscana.it/booking/html/mappa.php?id=3473;HOTEL CERTOSA DI MAGGIANO;Alberghi - Hotel;+39 0577 288180;+39 0577 288189;Strada di Certosa, 82;Siena;SI;www.certosadimaggiano.it;info@certosadimaggiano.it;"Aria Condizionata;Bar;Ristorante;Accettazione Animali;Proprio Parcheggio;Propria Piscina Scoperta;Carta di Credito;Propria Autorimessa;Servizio Baby Sitting";4;43.3102247000;11.3504120000;SIENA;SIENA;Toscana
3479;http://www.turismo.intoscana.it/booking/html/mappa.php?id=3479;MINERVA;Alberghi - Hotel;+39 0577 284474;+39 0577 43343;VIA GARIBALDI, 72;Siena;SI;www.albergominerva.it;info@albergominerva.it;"Aria Condizionata;Bar;Accettazione Animali;Proprio Parcheggio;Carta di Credito;Propria Autorimessa";3;43.3245040000;11.3316560000;SIENA;SIENA;Toscana
3484;http://www.turismo.intoscana.it/booking/html/mappa.php?id=3484;HOTEL ALEX;Alberghi - Hotel;+39 0577 282338;+39 0577 288776;VIA GIROLAMO GIGLI, 5;Siena;SI;www.hotelalex.net;info@hotelalex.net;"Aria Condizionata;Bar;Accettazione Animali;Proprio Parcheggio;Carta di Credito;Propria Autorimessa";3;43.3166559000;11.3441070000;SIENA;SIENA;Toscana
3491;http://www.turismo.intoscana.it/booking/html/mappa.php?id=3491;PICCOLO HOTEL ETRURIA;Alberghi - Hotel;+39 0577 288088;+39 0577 288461;VIA DELLE DONZELLE, 3;Siena;SI;www.hoteletruria.com;info@hoteletruria.com;"Accessibilit&agrave; Disabili;Riscaldamento;Aria Condizionata;Ascensore;Telefono in camera;Cassette di Sicurezza in Camera;Asciugacapelli;Wi-Fi;Accettazione Animali;Carta di Credito;Bancomat;Accesso con Vetture Private;Visite Guidate;Estintori;Accesso co";2;43.3193887000;11.3322718000;SIENA;SIENA;Toscana
3493;http://www.turismo.intoscana.it/booking/html/mappa.php?id=3493;HOTEL ARCOBALENO;Alberghi - Hotel;+39 0577 271092;+39 0577 271423;VIA FIORENTINA, 32 INT. 2/40;Siena;SI;www.hotelarcobaleno.com;info@hotelarcobaleno.com;"Aria Condizionata;Bar;Ristorante;Accettazione Animali;Proprio Parcheggio;Carta di Credito;Propria Autorimessa;Servizio Baby Sitting";3;43.3336764000;11.3102465000;SIENA;SIENA;Toscana
3494;http://www.turismo.intoscana.it/booking/html/mappa.php?id=3494;HOTEL VILLA LIBERTY;Alberghi - Hotel;+39 0577 44966;+39 0577 44770;VIALE VITTORIO VENETO, 11;Siena;SI;www.villaliberty.it;info@villaliberty.it;"Aria Condizionata;Bar;Carta di Credito;Servizio Baby Sitting";3;43.3210067000;11.3218181000;SIENA;SIENA;Toscana
3496;http://www.turismo.intoscana.it/booking/html/mappa.php?id=3496;IL GIARDINO;Alberghi - Hotel;+39 0577 285290;+39 0577 221197;VIA BALDASSARRE PERUZZI, 33;Siena;SI;www.hotelilgiardino.it;info@hotelilgiardino.it;"Aria Condizionata;Bar;Ristorante;Accettazione Animali;Proprio Parcheggio;Propria Piscina Scoperta;Carta di Credito";2;43.3194134728;11.3414257765;SIENA;SIENA;Toscana
3498;http://www.turismo.intoscana.it/booking/html/mappa.php?id=3498;SANTUARIO S. CATERINA- ALMA DOMUS;Alberghi - Hotel;+39 0577 44177;+39 0577 47601;VIA CAMPOREGIO, 37;Siena;SI;www.hotelalmadomus.it;info@hotelalmadomus.it;"Aria Condizionata;Bar;Carta di Credito";1;43.3199540000;11.3279295000;SIENA;SIENA;Toscana
3500;http://www.turismo.intoscana.it/booking/html/mappa.php?id=3500;HOTEL GARDEN;Alberghi - Hotel;+39 0577 567111;+39 0577 46050;VIA CUSTOZA, 2;Siena;SI;www.gardenhotel.it;direzione@gardenhotel.it;"Aria Condizionata;Bar;Ristorante;Accettazione Animali;Proprio Parcheggio;Propria Piscina Scoperta;Carta di Credito";4;43.3301224000;11.3127642000;SIENA;SIENA;Toscana
3501;http://www.turismo.intoscana.it/booking/html/mappa.php?id=3501;SANGALLO PARK HOTEL;Alberghi - Hotel;+39 0577 334149;+39 0577 333306;STRADA DI VICO ALTO, 2;Siena;SI;www.sangalloparkhotel.it;info@sangalloparkhotel.it;"Aria Condizionata;Bar;Accettazione Animali;Proprio Parcheggio;Propria Piscina Scoperta;Carta di Credito";3;43.3425363000;11.3152806000;SIENA;SIENA;Toscana
3502;http://www.turismo.intoscana.it/booking/html/mappa.php?id=3502;BEST WESTERN HOTEL PALAZZO DEI PRIORI;Alberghi - Hotel;+39 0577 39871;+39 0577 398765;VIA MONTALBUCCIO, 31;Siena;SI;www.palazzodeipriori.it;info@palazzodeipriori.it;"Accessibilit&agrave; Disabili;Riscaldamento;Aria Condizionata;Ascensore;Bar;Telefono in camera;Frigo Bar;Asciugacapelli;Servizio Fax;Tv Satellitare;Accesso Internet;Wi-Fi;Ristorante;Proprio Parcheggio;Carta di Credito;Bancomat;Custodia Valori alla Recept";4;43.3112364927;11.3132250309;SIENA;SIENA;Toscana
3505;http://www.turismo.intoscana.it/booking/html/mappa.php?id=3505;PALACE HOTEL DUE PONTI;Alberghi - Hotel;+39 0577 46055;+39 0577 247907;VIA EUROPA, 12 - LOC. DUE PONTI;Siena;SI;www.palacehoteldueponti.com;info@palacehoteldueponti.com;"Aria Condizionata;Bar;Ristorante;Accettazione Animali;Proprio Parcheggio";3;43.3080920000;11.3614750000;SIENA;SIENA;Toscana
3507;http://www.turismo.intoscana.it/booking/html/mappa.php?id=3507;HOTEL SAN MARCO;Alberghi - Hotel;+39 0577 271556;+39 0577 271826;VIA MASSETANA;Siena;SI;www.sanmarcosiena.it;info@sanmarcosiena.it;"Accessibilit&agrave; Disabili;Riscaldamento;Aria Condizionata;Ascensore;Bar;Telefono in camera;Cassette di Sicurezza in Camera;Frigo Bar;Asciugacapelli;Servizio Fax;Tv Satellitare;Wi-Fi;Accettazione Animali;Proprio Parcheggio;Bancomat;Servizio Colazione";3;43.3086368022;11.3161647320;SIENA;SIENA;Toscana
3519;http://www.turismo.intoscana.it/booking/html/mappa.php?id=3519;BORGO PRETALE;Alberghi - Hotel;+39 0577 345401;+39 0577 345625;LOC. LOC. PRETALE;Sovicille;SI;www.borgopretale.it;info@borgopretale.it;"Aria Condizionata;Bar;Ristorante;Proprio Parcheggio;Propria Piscina Scoperta;Carta di Credito";4;43.2518888000;11.1845370000;SOVICILLE;SIENA;Toscana
3536;http://www.turismo.intoscana.it/booking/html/mappa.php?id=3536;RELAIS RISERVA DI FIZZANO;Residenze Turistico Alb.;+39 0577 7371;+39 0577 743163;LOC. FIZZANO - LOC. FIZZANO;Castellina in Chianti;SI;www.riservadifizzano.com;riservadifizzano@roccadellemacie.com;"Bar;Ristorante;Proprio Parcheggio;Propria Piscina Scoperta;Carta di Credito;Servizio Baby Sitting";3;43.4547600000;11.2268200000;CASTELLINA IN CHIANTI;SIENA;Toscana
3544;http://www.turismo.intoscana.it/booking/html/mappa.php?id=3544;ANTICO BORGO POGGIARELLO;Residenze Turistico Alb.;+39 0577 301003;+39 0577 301003;STRADA DI SAN MONTI, 12-14;Monteriggioni;SI;www.poggiarello.com;info@poggiarello.com;"Bar;Ristorante;Accettazione Animali;Proprio Parcheggio;Propria Piscina Scoperta;Carta di Credito";2;43.3575874000;11.1658699000;MONTERIGGIONI;SIENA;Toscana
3549;http://www.turismo.intoscana.it/booking/html/mappa.php?id=3549;ANTICA FONTE RESIDENZA DI SIENA;Residenze Turistico Alb.;+39 0577 930589;+39 0577 318058;STRADA DEL PETRICCIO E BELRIGUARDO, 164;Siena;SI;www.anticafonteresidenza.it;info@anticafonteresidenza.it;"Aria Condizionata;Accettazione Animali;Proprio Parcheggio;Carta di Credito;Propria Autorimessa";2;43.3414166000;11.2828084000;SIENA;SIENA;Toscana
3550;http://www.turismo.intoscana.it/booking/html/mappa.php?id=3550;FULLINO NERO RTA DI MENCARELLI FEDERICO;Residenze Turistico Alb.;+39 0577 1651715;+39 0577 686480;STRADA PETRICCIO E BELRIGUARDO, 166-168;Siena;SI;www.fullinonero.it;info@fullinonero.it;"Aria Condizionata;Accettazione Animali;Proprio Parcheggio;Carta di Credito;Propria Autorimessa;Servizio Baby Sitting";2;43.3423346000;11.2820171000;SIENA;SIENA;Toscana
3586;http://www.turismo.intoscana.it/booking/html/mappa.php?id=3586;VILLA CRISTINA;Affittacamere;+39 0577 741166;+39 0577 742936;VIA FIORENTINA, 34;Castellina in Chianti;SI;www.villacristina.it;info@villacristina.it;"Accettazione Animali;Proprio Parcheggio;Propria Piscina Scoperta;Somministrazione Alimenti";0;43.4721222568;11.2823367119;CASTELLINA IN CHIANTI;SIENA;Toscana
3598;http://www.turismo.intoscana.it/booking/html/mappa.php?id=3598;RESIDENZIA DEL SOGNO 1;Affittacamere;+39 0577 741394;+39 0577 742039;LOC. PIETRAFITTA, 51;Castellina in Chianti;SI;www.residenziadelsogno.com;mail@residenziadelsogno.com;"Aria Condizionata;Accettazione Animali;Proprio Parcheggio;Propria Piscina Scoperta;Carta di Credito;Somministrazione Alimenti";0;43.4811742000;11.2750531000;CASTELLINA IN CHIANTI;SIENA;Toscana
3600;http://www.turismo.intoscana.it/booking/html/mappa.php?id=3600;CASTELLINA ROOMS;Affittacamere;+39 0577 740902;+39 055-5609202;LOC. SAN MARTINO, 27;Castellina in Chianti;SI;www.casalandi.com;info@casalandi.com;"Accettazione Animali;Proprio Parcheggio;Propria Piscina Scoperta";0;43.5617298000;11.2853614000;CASTELLINA IN CHIANTI;SIENA;Toscana
3601;http://www.turismo.intoscana.it/booking/html/mappa.php?id=3601;TUSCANY HOLIDAYS;Affittacamere;+39 0577 740902;+39 055 5609202;LOC. SAN MARTINO;Castellina in Chianti;SI;www.casalandi.com;info@casalandi.com;"Aria Condizionata;Accettazione Animali;Proprio Parcheggio;Propria Piscina Scoperta";0;43.5595367000;11.2833236000;CASTELLINA IN CHIANTI;SIENA;Toscana
3602;http://www.turismo.intoscana.it/booking/html/mappa.php?id=3602;CASA LANDI;Affittacamere;+39 0577 740902;+39 055 5609202;LOC. SAN MARTINO, 25/1;Castellina in Chianti;SI;www.casalandi.com;info@casalandi.com;"Aria Condizionata;Accettazione Animali;Proprio Parcheggio;Propria Piscina Scoperta;Somministrazione Alimenti";0;43.4751100000;11.2830800000;CASTELLINA IN CHIANTI;SIENA;Toscana
3603;http://www.turismo.intoscana.it/booking/html/mappa.php?id=3603;SAN MARTINO HOLIDAYS;Affittacamere;+39 0577 740902;+39 055 5609202;LOC. SAN MARTINO, 25;Castellina in Chianti;SI;www.casalandi.com;info@casalandi.com;"Accettazione Animali;Proprio Parcheggio;Propria Piscina Scoperta";0;43.5616513000;11.2851345000;CASTELLINA IN CHIANTI;SIENA;Toscana
3621;http://www.turismo.intoscana.it/booking/html/mappa.php?id=3621;B&B VILLA VERONICA;Affittacamere;+39 0577 52054;+39 0577 589337;S.P. 102 N. 3 - LOC. COLOMBAIO;Castelnuovo Berardenga;SI;www.villaveronica.it;info@villaveronica.it;"Aria Condizionata;Accettazione Animali;Proprio Parcheggio;Propria Piscina Scoperta;Carta di Credito;Somministrazione Alimenti";0;43.3734264000;11.3408275000;CASTELNUOVO BERARDENGA;SIENA;Toscana
3622;http://www.turismo.intoscana.it/booking/html/mappa.php?id=3622;B&B VILLA VERONICA 2;Affittacamere;+39 0577 52054;+39 0577 589337;S.P. 102 - LOC. COLOMBAIO N 3;Castelnuovo Berardenga;SI;www.villaveronica.it;info@villaveronica.it;"Aria Condizionata;Accettazione Animali;Proprio Parcheggio;Propria Piscina Scoperta;Carta di Credito;Somministrazione Alimenti";0;43.3734264000;11.3408275000;CASTELNUOVO BERARDENGA;SIENA;Toscana
3623;http://www.turismo.intoscana.it/booking/html/mappa.php?id=3623;PIANELLA;Affittacamere;+39 0577 363313;+39 0577 363290;VIA ARTIGIANATO, 12 - LOC. PIANELLA;Castelnuovo Berardenga;SI;;info@chiantipoint.it;"Aria Condizionata;Carta di Credito";0;43.3537832000;11.4154653000;CASTELNUOVO BERARDENGA;SIENA;Toscana
3626;http://www.turismo.intoscana.it/booking/html/mappa.php?id=3626;CASTELLO DI RIPA D'ORCIA;Affittacamere;+39 0577 897376;+39 0577 898038;LOC. RIPA D'ORCIA;Castiglione d'Orcia;SI;www.ripadorcia.it;info@castelloripadorcia.com;"Proprio Parcheggio;Propria Piscina Scoperta";0;43.0187055158;11.5830230713;CASTIGLIONE D'ORCIA;SIENA;Toscana
3627;http://www.turismo.intoscana.it/booking/html/mappa.php?id=3627;I TRE RIONI;Affittacamere;+39 0577 872015;;VIA CAMPOTONDO, 3;Castiglione d'Orcia;SI;www.itrerioni.com;itrerioni@aruba.it;"Accettazione Animali;Somministrazione Alimenti";0;42.9478944996;11.6663432121;CASTIGLIONE D'ORCIA;SIENA;Toscana
3633;http://www.turismo.intoscana.it/booking/html/mappa.php?id=3633;PODERE LAMACCIA;Affittacamere;+39 0578 237029;+39 0578 237826;STRADA DEI POGGI, 2;Cetona;SI;wwww.poderelamaccia.it;info@poderelamaccia.it;"Riscaldamento;Aria Condizionata;Asciugacapelli;Parco o Giardino Proprio;Ristorante;Accettazione Animali;Proprio Parcheggio;Propria Piscina Scoperta;Carta di Credito;Bancomat;Accesso con Vetture Private;Colazione Compresa";0;42.9768189811;11.9164109230;CETONA;SIENA;Toscana
3678;http://www.turismo.intoscana.it/booking/html/mappa.php?id=3678;VILLA VISTARENNI;Affittacamere;+39 0577 738476;+39 0577 738754;LOC. VISTARENNI;Gaiole in Chianti;SI;www.villavistarenni.com;info@villavistarenni.com;"Accettazione Animali;Proprio Parcheggio;Propria Piscina Scoperta;Carta di Credito;Somministrazione Alimenti";0;43.4808263948;11.4046669006;GAIOLE IN CHIANTI;SIENA;Toscana
3688;http://www.turismo.intoscana.it/booking/html/mappa.php?id=3688;CASTELLARE DE' NOVESCHI 1;Affittacamere;+39 0577 746010;+39 0577 746905;PADRE CHIANTINI , 12 - LOC. SAN SANO;Gaiole in Chianti;SI;www.castellaredenoveschi.com;info@castellaredenoveschi.com;"Aria Condizionata;Accettazione Animali;Propria Piscina Scoperta;Carta di Credito;Somministrazione Alimenti";0;43.4227323000;11.3897985000;GAIOLE IN CHIANTI;SIENA;Toscana
3698;http://www.turismo.intoscana.it/booking/html/mappa.php?id=3698;IL BARLANZONE;Affittacamere;+39 0577 846120;;VIA RICASOLI, 33;Montalcino;SI;www.barlanzone.com;info@barlanzone.com;"Riscaldamento;Frigo Bar;Asciugacapelli;Tv Satellitare;Accesso Internet;Wi-Fi;Carta di Credito;Bancomat;Accesso con Vetture Private;Degustazione;Accesso con Mezzi Pubblici;Somministrazione Bevande";0;43.0565091000;11.4896349000;MONTALCINO;SIENA;Toscana
3712;http://www.turismo.intoscana.it/booking/html/mappa.php?id=3712;CAMERE  BELLAVISTA;Affittacamere;+39 3478232314-3382291964;+39 0578 716341;VIA RICCI, 25;Montepulciano;SI;www.cretedisiena.com/camerebellavista;bellavista@bccmp.com;Accettazione Animali;0;43.0940767000;11.7809568000;MONTEPULCIANO;SIENA;Toscana
3722;http://www.turismo.intoscana.it/booking/html/mappa.php?id=3722;VILLA NOTTOLA;Affittacamere;+39 0578 707060;+39 0578 707682;S.S. 326 DI RAPOLANO KM. 15 - LOC. NOTTOLA - FRAZ. GRACCIANO;Montepulciano;SI;www.villadinottola.com;info@villadinottola.com;"Aria Condizionata;Telefono in camera;Frigo Bar;Asciugacapelli;Ristorante;Proprio Parcheggio;Propria Piscina Scoperta;Carta di Credito;Accettazione Gruppi;Accesso con Vetture Private;Visite Guidate;Degustazione;Estintori";0;43.1322233000;11.8285919000;MONTEPULCIANO;SIENA;Toscana
3728;http://www.turismo.intoscana.it/booking/html/mappa.php?id=3728;LA LOCANDA DI SAN FRANCESCO;Affittacamere;+39 0578 758725;+39 0578 758725;PIAZZA SAN FRANCESCO, 5;Montepulciano;SI;www.locandasanfrancesco.it;info@locandasanfrancesco.it;"Riscaldamento;Aria Condizionata;Bar;Telefono in camera;Vendita prodotti agricoli;Cassette di Sicurezza in Camera;Frigo Bar;Asciugacapelli;Servizio Fax;Tv Satellitare;Accesso Internet;Wi-Fi;Ristorante;Proprio Parcheggio;Carta di Credito;Lavatura e Stiratu";0;43.0941825000;11.7809917000;MONTEPULCIANO;SIENA;Toscana
3729;http://www.turismo.intoscana.it/booking/html/mappa.php?id=3729;MEUBLE' EVOE';Affittacamere;+39 0578 758757;+39 0578 758757;VIA DI CAGNANO, 13;Montepulciano;SI;www.trattoriadicagnano.it;info@trattoriadicagnano.it;"Accessibilit&agrave; Disabili;Riscaldamento;Bar;Frigo Bar;Asciugacapelli;Tv Satellitare;Accesso Internet;Wi-Fi;Ristorante;Accettazione Animali;Proprio Parcheggio;Carta di Credito;Bancomat;Accettazione Gruppi;Accesso con Vetture Private;Degustazione;Sommi";0;43.0922970000;11.7816784000;MONTEPULCIANO;SIENA;Toscana
3749;http://www.turismo.intoscana.it/booking/html/mappa.php?id=3749;CEPPO;Affittacamere;+39 0577 .593387;+39 0577 .593387;VIA CASSIA NORD, 1 - LOC. IL CEPPO;Monteriggioni;SI;www.bedandbreakfastilceppo.it;info@bedandbreakfastilceppo.it;"Riscaldamento;Aria Condizionata;Bar;Asciugacapelli;Tv Satellitare;Accesso Internet;Wi-Fi;Parco o Giardino Proprio;Ristorante;Accettazione Animali;Proprio Parcheggio;Carta di Credito;Bancomat;Accettazione Gruppi;Accesso con Vetture Private;Somministrazion";0;43.3526759931;11.2650203705;MONTERIGGIONI;SIENA;Toscana
3765;http://www.turismo.intoscana.it/booking/html/mappa.php?id=3765;LA LOCANDA DI BEPPE A TOCCHI;Affittacamere;+39 0577 757811;+39 0577 757105;LOC. TOCCHI , 2/3/4 - FRAZ. TOCCHI;Monticiano;SI;www.locandadibeppeatocchi.it;info@locandadibeppeatocchi.it;"Proprio Parcheggio;Carta di Credito;Somministrazione Alimenti";0;43.1330237000;11.2619104000;MONTICIANO;SIENA;Toscana
3865;http://www.turismo.intoscana.it/booking/html/mappa.php?id=3865;PALAZZO AL TORRIONE - BED & BREAKFAST  DI INDIANI;Affittacamere;+39 0577 940480;+39 0577 955605;VIA BERIGNANO, 76;San Gimignano;SI;www.palazzoaltorrione.com;palazzoaltorrione@palazzoaltorrione.com;"Riscaldamento;Aria Condizionata;Frigo Bar;Asciugacapelli;Tv Satellitare;Carta di Credito;Estintori;Lampada Esterna";0;43.4653002000;11.0421837000;SAN GIMIGNANO;SIENA;Toscana
3868;http://www.turismo.intoscana.it/booking/html/mappa.php?id=3868;AFFITTACAMERE PONTE A NAPPO;Affittacamere;+39 0577 955041-907282;+39 0577 941268;VIA VECCHIA, 66 - LOC. PONTE A NAPPO;San Gimignano;SI;www.accommodation-sangimignano.com;info@rossicarla.it;"Aria Condizionata;Cassette di Sicurezza in Camera;Asciugacapelli;Servizio Fax;Accesso Internet;Wi-Fi;Parco o Giardino Proprio;Accettazione Animali;Proprio Parcheggio;Propria Piscina Scoperta;Carta di Credito;Accesso con Vetture Private;Somministrazione A";0;43.4621864849;11.0532090068;SAN GIMIGNANO;SIENA;Toscana
3881;http://www.turismo.intoscana.it/booking/html/mappa.php?id=3881;PALAZZO AL TORRIONE  2 - BED & BREAKFAST;Affittacamere;+39 0577 940480;+39 0577 955605;VIA BERIGNANO, 80;San Gimignano;SI;www.palazzoaltorrione.com;palazzoaltorrione@palazzoaltorrione.com;"Riscaldamento;Aria Condizionata;Frigo Bar;Asciugacapelli;Tv Satellitare;Wi-Fi;Carta di Credito";0;43.4652200000;11.0421841000;SAN GIMIGNANO;SIENA;Toscana
3892;http://www.turismo.intoscana.it/booking/html/mappa.php?id=3892;IL CARDINO;Affittacamere;+39 0577 953024;+39 0577 953024;LOC. IL CARDINO, 35/C;San Gimignano;SI;www.ilcardino.it;info@ilcardino.it;"Aria Condizionata;Proprio Parcheggio;Propria Piscina Scoperta;Somministrazione Alimenti";0;43.4079158516;11.0199737549;SAN GIMIGNANO;SIENA;Toscana
3907;http://www.turismo.intoscana.it/booking/html/mappa.php?id=3907;POGGETTO DI MONTESE;Affittacamere;+39 0577 941673;;LOC. CELLOLE- MONTESE, 4/A;San Gimignano;SI;www.poggettodimontese.net;info@poggettodimontese.net;"Accettazione Animali;Proprio Parcheggio";0;43.4654323000;11.0485490000;SAN GIMIGNANO;SIENA;Toscana
3916;http://www.turismo.intoscana.it/booking/html/mappa.php?id=3916;AFFITTACAMERE TOTTI;Affittacamere;+39 3294790375;+39 0577 984203;VIA MAINARDI, 6;San Gimignano;SI;;brunella.calonaci@tiscali.it;;0;43.4693629000;11.0413304000;SAN GIMIGNANO;SIENA;Toscana
3921;http://www.turismo.intoscana.it/booking/html/mappa.php?id=3921;AFFITTACAMERE CASA CASTELLO;Affittacamere;+39 0577 955041-907282;+39 0577 941268;VIA DEL CASTELLO, 2;San Gimignano;SI;www.rossicarla.it;info@rossicarla.it;"Riscaldamento;Asciugacapelli;Accettazione Animali;Carta di Credito;Accesso con Vetture Private;Accesso con Mezzi Pubblici;Edificio di Valore Storico;Rifornimento benzina immediate vicinanze";0;43.4673153000;11.0439554000;SAN GIMIGNANO;SIENA;Toscana
3935;http://www.turismo.intoscana.it/booking/html/mappa.php?id=3935;LA CAPANNA DI SOVESTRO;Affittacamere;+39 0577 941190;;LOC. SOVESTRO, 29;San Gimignano;SI;;info@lacapannadisovestro.com;"Riscaldamento;Aria Condizionata;Cassette di Sicurezza in Camera;Asciugacapelli;Tv Satellitare;Wi-Fi;Accettazione Animali;Proprio Parcheggio;Accesso con Vetture Private;Lampada Esterna;Accesso con Mezzi Pubblici";0;43.4595309589;11.0576480627;SAN GIMIGNANO;SIENA;Toscana
3949;http://www.turismo.intoscana.it/booking/html/mappa.php?id=3949;B&B PONTE A NAPPO;Affittacamere;+39 0577 907262;+39 0577 941268;VIA VECCHIA, 66;San Gimignano;SI;www.accommodation-sangimignano.com;info@rossicarla.it;"Riscaldamento;Aria Condizionata;Bar;Cassette di Sicurezza in Camera;Asciugacapelli;Servizio Fax;Accesso Internet;Wi-Fi;Ristorante;Accettazione Animali;Proprio Parcheggio;Propria Piscina Scoperta;Carta di Credito;Accesso con Vetture Private;Somministrazio";0;43.4621903785;11.0532170534;SAN GIMIGNANO;SIENA;Toscana
3955;http://www.turismo.intoscana.it/booking/html/mappa.php?id=3955;CASA ALLE VOLTE;Affittacamere;+39 3391164069;;LOC. CASALE- CASALINO, 15;San Gimignano;SI;;casallevolte@libero.it;"Proprio Parcheggio;Propria Piscina Scoperta";0;43.4654323000;11.0485490000;SAN GIMIGNANO;SIENA;Toscana
3965;http://www.turismo.intoscana.it/booking/html/mappa.php?id=3965;CASA LEMMI;Affittacamere;+39 0577 899016;+39 0577 899838;VIA DANTE ALIGHIERI, 29;San Quirico d'Orcia;SI;www.casalemmi.com;info@casalemmi.com;"Aria Condizionata;Telefono in camera;Cassette di Sicurezza in Camera;Asciugacapelli;Tv Satellitare;Accesso Internet;Wi-Fi;Accettazione Animali;Propria Piscina Coperta;Mountain Bike;Colazione Compresa;Telefono";0;43.0595453000;11.6043859000;SAN QUIRICO D'ORCIA;SIENA;Toscana
3999;http://www.turismo.intoscana.it/booking/html/mappa.php?id=3999;CASALE VIRGILI DI SIMONE VIRGILI;Affittacamere;+39 0577 51652;+39 0577 51652;VIA CASSIA NORD, 55;Siena;SI;www.casalevirgili.it;info@casalevirgili.it;"Proprio Parcheggio;Propria Piscina Scoperta";0;43.3186614000;11.3305135000;SIENA;SIENA;Toscana
4060;http://www.turismo.intoscana.it/booking/html/mappa.php?id=4060;OSTERIA LA VECCHIA MINIERA;Affittacamere;+39 0577 318118;;STRADA PIAN DEL LAGO, 31;Siena;SI;;eragnio@virgilio.it;"Aria Condizionata;Accettazione Animali;Proprio Parcheggio";0;43.3451894000;11.2755180000;SIENA;SIENA;Toscana
4089;http://www.turismo.intoscana.it/booking/html/mappa.php?id=4089;LORENZINI ROOMS;Affittacamere;+39 0577 180078;+39 0577 180082;G. DUPRE'. 101 INT. 1;Siena;SI;www.lorenzinirooms.com;info@lorenzinirooms.com;"Riscaldamento;Telefono in camera;Tv Satellitare;Accesso Internet;Wi-Fi;Parco o Giardino Proprio;Carta di Credito;Bancomat;Lavatura e Stiratura Biancheria;Accesso con Vetture Private;Macchine Lavatrici per biancheria;Cucina di Uso Comune;Sala separata per";0;43.3159515635;11.3319039345;SIENA;SIENA;Toscana
4091;http://www.turismo.intoscana.it/booking/html/mappa.php?id=4091;LORENZINI ROOMS 2;Affittacamere;+39 0577 180082;+39 0577 180082;VIA ARETINA, 158 - PIANO T;Siena;SI;www.lorenzinirooms.com;info@lorenzinirooms.com;"Riscaldamento;Tv Satellitare;Accesso Internet;Wi-Fi;Proprio Parcheggio;Carta di Credito;Bancomat;Lavatura e Stiratura Biancheria;Accesso con Vetture Private;Cucina di Uso Comune;Accesso con Mezzi Pubblici;Sala separata per soggiorno o svago;Colazione Com";0;43.3149713000;11.3516068000;SIENA;SIENA;Toscana
