id,nome,lat,lon,tipologia,indirizzo,cap,comune,provincia,email,telefono,fax
3033rb,PEPPINO,43.769560400000003,11.2558136,BOTTEGA,97 Avenue Emile Vincent,83000,"Toulon, Francia, FIRENZE",Firenze,peppinosas@outlook.fr,0033494935120,
3202rb,TUSCANBITES,43.769666600000001,11.259263199999999,RISTORANTE,VIA DELL'ANGUILLARA,50122,FIRENZE,Firenze,info@tuscanbites.com,0550464760,
1401rb,Hostaria Il Desco,43.769711100000002,11.2529006,RISTORANTE,Via delle Terme 23/r,50123,FIRENZE,Firenze,hostariaildesco@yahoo.it,055/294882,055/294882
2968rb,Aroma ristorante in Firenze,43.7697371,11.2638845,RISTORANTE,via ghibellina 67r,50122,FIRENZE,Firenze,info@aroma-ristorante.it,0552260038,
858rb,Bar S.Firenze,43.769750999999999,11.257623000000001,RISTORANTE,"Piazza San Firenze, 1/r",,FIRENZE,Firenze,barsanfirenze@tele2.it,055 211426,
2942rb,LA BOCCA DI LEONE,43.7698167,11.206131600000001,RISTORANTE,VIA PISANA N. 39R,50143,FIRENZE,Firenze,lapoalessandri@commercialisti.fi.it,3397544092 - 0552344978,0552260188
203rb,"Ristorante ""Tirovino",43.769820000000003,11.263583000000001,RISTORANTE,"Via Ghibellina, 70/r",50100,FIRENZE,Firenze,,055 2638940,055 2001468
269rb,Osteria del Caffè Italiano,43.770063,11.260292,RISTORANTE,"Via dell'Isola delle Stinche, 11/13r",50100,FIRENZE,Firenze,info@caffeitaliano.it,055 289080,055 288950
248rb,"Ristorante ""La Maremma",43.770072937009999,11.26135063171,RISTORANTE,"Via G. Verdi, 16/r",50100,FIRENZE,Firenze,info@ristorantelamaremma.it,055 240972,055 240972
289rb,"Ristorante ""Grotta Guelfa",43.77008,11.253562000000001,RISTORANTE,"Via Pellicceria, 5/r",50100,FIRENZE,Firenze,info@grottaguelfa.it,055 268041,055 210042
2550rb,Gilda Bistrot,43.770162200000001,11.266557300000001,RISTORANTE,Piazza Ghiberti,50122,FIRENZE,Firenze,info@gildabistrot.it,0552343885,0552343885
869rb,Ristorante Gustavino,43.770203000000002,11.256790000000001,RISTORANTE,"Via della Condotta, 29/37r",,FIRENZE,Firenze,www.gustavino.it,055 2399806,055 2399806
253rb,"Ristorante ""La Bussola",43.770236968989998,11.25277042389,RISTORANTE,"Via Rossa, 58/r",50100,FIRENZE,Firenze,,055 293376,
889rb,Boccanegra,43.770325,11.2613612,RISTORANTE,"Via Ghibellina, 124/r",50122,FIRENZE,Firenze,info@boccanegra.com,055 2001098,055 2263038
862rb,Osteria dei Macci,43.770389000000002,11.265959000000001,RISTORANTE,"Via dei Macci, 77/r",,FIRENZE,Firenze,osteria@osteriadeimacci.it,055 241226,055 241226
3221rb,F.Sottili Gioielleria Orologeria,43.770389999999999,11.27402,BOTTEGA,Via Gioberti 100R,50121,FIRENZE,Firenze,info@sottili.com,055.9152013,055.9152013
3223rb,F.Sottili Gioielleria Orologeria,43.770389999999999,11.27402,BOTTEGA,Via Gioberti 100R,50121,FIRENZE,Firenze,info@sottili.com,055.9152013,055.9152013
747rb,"Ristorante ""All'Antico Ristoro di Cambi",43.770425500000002,11.242020200000001,RISTORANTE,"Via S. Onofrio, 1/r",50125,FIRENZE,Firenze,info@anticoristorodicambi.it,055 217134,055 217134
2727rb,L'Ortone,43.770600000000002,11.26736,RISTORANTE,piazza ghiberti 87r,50122,"Sant'Ambrogio, FIRENZE",Firenze,info@lortone.it,055 2340804,
2948rb,la bottega del pane - forno artigianale produzione propria,43.770797000000002,11.221000500000001,BOTTEGA,via pisana 214/R,50144,"Convento di Monticelli, FIRENZE",Firenze,labottegadelpanedipriamo@gmail.com,3922910242,
270rb,"Ristorante ""Angels Restaurant & Wine Bar",43.770935999999999,11.257875,RISTORANTE,"Via del Proconsolo, 29/31",50122,FIRENZE,Firenze,info@ristoranteangels.it,055 2398762,055 2398123
3216rb,I' Tuscani 3,43.770940699999997,11.256488600000001,RISTORANTE,"v. Dante Alighieri, 18r",50100,FIRENZE,Firenze,albertoflorindo@ituscani.com,3400527612,
2637rb,5eCINQUE,43.771033199999998,11.248000599999999,RISTORANTE,P.ZZA DELLA PASSERA 1,50100,FIRENZE,Firenze,info@5ecinque.it,+39.055.2741583,
891rb,Boccon Divino snc,43.771154597909998,11.46627654558,RISTORANTE,"Via Cafaggiolo, 10",,"Palaie, PELAGO",Firenze,info@boccondivinofirenze.it,055 8311279,055 8311279
860rb,Caffè del '900,43.771268999999997,11.247453,RISTORANTE,"Borgo Ognissanti, 3/r",,FIRENZE,Firenze,"caffedel900@aol.it,axcsar@tin.it",055 218390,055 218390
3261rb,Trattoria Il Giova,43.771314099999998,11.2676981,RISTORANTE,Borgo La Croce 73/r Firenze (FI) , 50121,,Firenze,ilgiovasrl@libero.it,0552480639,
1296rb,VECCHIA FIRENZE,43.771331500000002,11.261866899999999,RISTORANTE,Borgo Albizi 18 / 76 r,50122,FIRENZE,Firenze,vecchia.firenze@libero.it,055 - 2340361 - 2,055 - 242301
2472rb,mastro ciliegia ristorante,43.771342099999998,11.2614926,RISTORANTE,piazza San Pier maggiore,50122,FIRENZE,Firenze,alessandraiozzo@gmail.com,0552480964,
2788rb,Toscana Biologica,43.771384699999999,11.211844899999999,BOTTEGA,"Via G.B. Foggini, 22",50142,FIRENZE,Firenze,tobio@toscanabiologica.it,0557322620,0557322620
861rb,Le Campane,43.771411000000001,11.267118999999999,RISTORANTE,"Borgo La Croce, 87/r",,FIRENZE,Firenze,,055 2268667,055 2341101
2042rb,RISTOPROVA,43.771420499999998,11.265492800000001,RISTORANTE,"Via Pietrapiana, 30",50100,FIRENZE,Firenze,SUSANNA.PELAGANI@REGIONE.TOSCANA.IT,0554383079,0554383032
866rb,Plaz Srl,43.771420975280002,11.26363763951,RISTORANTE,"via Pietrapiana, 36r",,FIRENZE,Firenze,pierluigiurbini@hotmail.com,055 242081,055 242081
2395rb,L’Osteria Di Giovanni,43.771455799999998,11.248556900000001,RISTORANTE,"Via del Moro, 22",50123,FIRENZE,Firenze,losteriadigiovanni@gmail.com,055 284897,
870rb,Ristorante I Ghibellini,43.771462,11.261437000000001,RISTORANTE,"P.zza S.P.Maggiore, 8/10r",,FIRENZE,Firenze,info@ighibellini.com,055 214424,055 240857
1406rb,Ristorante Il Paiolo,43.771486699999997,11.256336299999999,RISTORANTE,Via del Corso 42/r,50122,FIRENZE,Firenze,info@ristoranteilpaiolo.it,055/215019,055/215019
2633rb,MISO di RISO,43.771490999999997,11.260652199999999,RISTORANTE,BORGO DEGLI ALBIZI 54R,50100,FIRENZE,Firenze,info@misodiriso.it,055 2654094,
272rb,"Ristorante ""Natalino",43.771515999999998,11.259601999999999,RISTORANTE,"Borgo Albizi, 18/r",50100,FIRENZE,Firenze,,055 289404,
1057rb,Hotel Helvetia & Bristol e Ristorante Hosteria Bibendum,43.771580999999998,11.252202,RISTORANTE,"via dei Pescioni, 2",,FIRENZE,Firenze,information.hbf@royaldemeure.com,055 26651,055 2399897
886rb,Ristorante Da Lino,43.771721100000001,11.256091100000001,RISTORANTE,"Via Santa Elisabetta, 6/r",50122,FIRENZE,Firenze,ristdalino@virgilio.it,055 284579,055 290375
2642rb,La Pentola dell'Oro,43.771987899999999,11.264699500000001,RISTORANTE,vIA DI mEZZO 22/24/26 R,50121,FIRENZE,Firenze,info@lapentoladelloro.it,3332021442,
2641rb,La Pentola dell'Oro,43.771987899999999,11.264699500000001,RISTORANTE,"Via di Mezzo, 22,24,26 r",50121,FIRENZE,Firenze,info@lapentoladelloro.it,055243773,
2901rb,Accademia del Coccio,43.772070200000002,11.0943518,RISTORANTE,Via Lungarno Bruno Buozzi 49,50055,"Ponte a Signa, LASTRA A SIGNA",Firenze,info@accademiadelcoccio.it,3343802229,0558724086
212rb,"Ristorante ""Ottorino",43.77219278666,11.25588452103,RISTORANTE,"Via delle Oche, 12/16r",50100,FIRENZE,Firenze,,055 215151,055 287140
1051rb,Cantina Barbagianni,43.772334600000001,11.260913499999999,RISTORANTE,"via S. Egidio, 13r",0,FIRENZE,Firenze,info@cantinabarbagianni.it,055 2480508,
566rb,"Ristorante ""Sei Divino Florence Wine Gallery",43.772334999999998,11.245839,RISTORANTE,"Borgo Ognissanti, 42/r",,FIRENZE,Firenze,winegallery@seidivino.it,055 217791,
2473rb,CAFFETTERIA DELLE OBLATE,43.772344699999998,11.2597448,RISTORANTE,via dell'Oriuolo 26,50122,FIRENZE,Firenze,barbara.setti@archeologia.it,0552639286,055576938
2105rb,RISTORANTE LA MARTINICCA,43.772351299999997,11.249973499999999,RISTORANTE,Via del Sole 27/r,50100,FIRENZE,Firenze,info@ristorante-lamartinicca.com,055-218928,055-2728997
649rb,"Ristorante ""Sasso di Dante",43.772424000000001,11.257432,RISTORANTE,"Via delle Pallottole, 6/r",50122,FIRENZE,Firenze,,055 282113,
2673rb,PizzAudace,43.772857500000001,11.2207072,RISTORANTE,via Dosio 77/b,50142,"Legnaia, FIRENZE",Firenze,pizzaudace@gmail.com,0557135051,
2000rb,Piazza del Vino,43.773208199999999,11.2825951,RISTORANTE,"via della Torretta, 18r",50137,FIRENZE,Firenze,piazzadelvino@hotmail.it,055 671404,055 671404
1068rb,Giglio Rosso,43.773994000000002,11.25116,RISTORANTE,via Panzani 35 r,50123,FIRENZE,Firenze,info@ristorantegigliorosso.com,055 211795 ,055 283739
1063rb,Rostorante Giglio Rosso,43.773994000000002,11.25116,RISTORANTE,Via Panzani 35 r,,FIRENZE,Firenze,info@ristorantegigliorosso.com,055 211795 ,055 283739
888rb,Trattoria La Madia,43.774099999999997,11.251552999999999,RISTORANTE,"Via del Giglio, 14/r",50139,FIRENZE,Firenze,trattorialamadiafi@alice.it,055 218563,
884rb,Ristorante Sabatini,43.774231598130001,11.250790053679999,RISTORANTE,"Via Panzani, 9A",50123,FIRENZE,Firenze,info@ristorantesabatini.it,055 211559,055 210293
288rb,"Ristorante ""Giannino in S. Lorenzo"" di Bartoloni R. & C. sas",43.774314879999999,11.25488949,RISTORANTE,"Via Borgo S. Lorenzo, 35/37r",50100,FIRENZE,Firenze,info@gianninoinflorence.com,+39 055 239.97.99 ,055 2399799
2005rb,Il Pallaio,43.774451300000003,11.2845456,RISTORANTE,"via Damiano Chiesa, 2",50137,"Campo di Marte, FIRENZE",Firenze,info@ilpallaio.eu,055 679304,055 679304
2002rb,Il Povero Pesce,43.774505400000002,11.283520599999999,RISTORANTE,"Via Pier Fortunato Calvi, 8",50137,"Campo di Marte, FIRENZE",Firenze,info@poveropesce.it,055 671218,055 671218
695rb,Osteria Le Prigioni,43.774639129640001,11.44044494629,RISTORANTE,Via Vittorio Emanuele II  n. 9,,PONTASSIEVE,Firenze,,055 8323372,055 662576
2223rb,CUCO cucina contemporanea,43.774750099999999,11.251462099999999,RISTORANTE,via del melarancio 4/r,50123,FIRENZE,Firenze,bencini.stefano@libero.it,347 5217260,
562rb,"Ristorante Pizzeria ""La Grotta di Leo",43.774861000000001,11.246567000000001,RISTORANTE,"Via della Scala, 41-43/r",50123,FIRENZE,Firenze,,055 264413,055 219265
892rb,Toscani da Sempre,43.775109999999998,11.438395,RISTORANTE,"Via F.lli Monzecchi, 13/15",,PONTASSIEVE,Firenze,info@toscanidasempre.it,055 8392952,055 8396213
885rb,Caffè Le Rose,43.7751777,11.250307299999999,RISTORANTE,"Piazza dell'Unità Italiana, 1/r",50123,FIRENZE,Firenze,a.cursano@alice.it,055 218909,055 7134800
2153rb,TIRABARALLA,43.775221600000002,11.2460866,RISTORANTE,"VIA DELLA SCALA, 28R",50123,FIRENZE,Firenze,info@tirabaralla.it,055.218.418,055.218.418
881rb,Trattoria Palle d'Oro,43.775873500000003,11.252750499999999,RISTORANTE,Via Sant'Antonino 43-45/r,50123,FIRENZE,Firenze,trattoriapalledoro@gmail.com,055 288383,055 291985
250rb,"Ristorante Enoteca ""Il Portale",43.775894749190002,11.24721359588,RISTORANTE,"Via Alamanni,D29",50100,FIRENZE,Firenze,,055 289767,055 215413
2007rb,Aviazione Campo di Marte,43.7760338,11.2815209,RISTORANTE,"viale Malta, 4",50137,"Campo di Marte, FIRENZE",Firenze,aviazionecampodimarte@virgilio.it,055 5801358,055 5801358
1055rb,Garibaldi srl,43.776066,11.254296,RISTORANTE,"P.zza del Mercato Centrale, 38",,FIRENZE,Firenze,info@garibaldi.it,055 212267,055 2399107
200rb,"Ristorante ""Za-Za",43.776510999999999,11.254405,RISTORANTE,"Piazza del Mercato Centrale, 26/r",50100,FIRENZE,Firenze,,055 210756,
2040rb,trattoria da garibardi,43.776560000000003,11.254013,RISTORANTE,piazza del mercato centrale 38r,50123,FIRENZE,Firenze,info@garibardi.it,055212267,0552399107
257rb,"Ristorante ""I Quattro Amici",43.776617000000002,11.246077,RISTORANTE,"Via Orti Oricellari, 29",50123,FIRENZE,Firenze,quattroamici@accademiadelgusto.it,055 212992,055 212992
871rb,Ristorante La Falterona,43.776698000000003,11.252390999999999,RISTORANTE,"Via G.B. Zannoni, 10/12r",,FIRENZE,Firenze,claudioconsole@hotmail.com,055 216112,055 216112
875rb,Ristorante Vecchio Mercato,43.776918999999999,11.253679,RISTORANTE,"P.zza del Mercato Centrale, 12/r",50123,FIRENZE,Firenze,info@vecchiomercato.fi.it,055 211978,055 211978
895rb,Trattoria Dino,43.777096999999998,11.13552,RISTORANTE,"Via San Colombano, 78",50018,SCANDICCI,Firenze,info@trattorialocandadino.com,055 790067,055 790005
883rb,Ristorante Vecchio Casale,43.777138999999998,11.205073000000001,RISTORANTE,"Via delle Torri, 7",50142,FIRENZE,Firenze,info@ristorante-vecchiocasale.com,055 7326162,055 717558
2629rb,Fosso Bandito,43.777474499999997,11.234874899999999,RISTORANTE,Via Fosso Macinante 2,50144,FIRENZE,Firenze,info@fossobandito.com,055365500,
2427rb,Podere Poggio al Sole,43.777690499999999,11.255632,BOTTEGA,Via Santa Reparata 7r,50139,"Trespiano, FIRENZE",Firenze,info@poderepoggioalsole.com,3272021758,
748rb,"Ristorante ""Accademia",43.777735,11.25845,RISTORANTE,"Piazza S. Marco, 7/r",50121,FIRENZE,Firenze,,055 217343,055 2729399
254rb,"Ristorante ""I' Toscano",43.778326210000003,11.25298351,RISTORANTE,"Via Guelfa, 70/r",50100,FIRENZE,Firenze,info@itoscano.it,055 215475,055 216837
3199rb,La Baita,43.778367000000003,11.588969000000001,RISTORANTE,via poggio alla ginestra 2,50060,"consuma, PELAGO",Firenze,labaita.consuma@gmail.com,3401079517,
1558rb,La Cantina,43.778591159999998,11.29695225,BOTTEGA,"Via G. Verga, 28",50137,"055 6121153, FIRENZE",Firenze,,055 6121153,
880rb,Trattoria La Gratella,43.778660975800001,11.25200838868,RISTORANTE,"Via Guelfa, 81r",50129,FIRENZE,Firenze,ferrara.daniela@hotmail.it,055 211292,055 211292
285rb,"Ristorante ""Enzo e Piero",43.778880100000002,11.250398000000001,RISTORANTE,"Via Faenza, 105/R",50123,FIRENZE,Firenze,enzoepiero@hotmail.com,055 214901,055 214901
2588rb,Osteria il piacere,43.781273400000003,11.3015043,RISTORANTE,via Gabriele d'Annunzio 149,50135,FIRENZE,Firenze,info@osteriailpiacere.com,055602605,
2578rb,ENOTRIA ristorante & enoteca,43.781292700000002,11.238117799999999,RISTORANTE,"Via delle Porte Nuove, 50",50144,FIRENZE,Firenze,enotria@enotriawine.it,055354350,
3030rb,La Sosta del Rossellino,43.78342,11.322979999999999,RISTORANTE,via del rossellino 2r,50135,"Settignano, ",Firenze,info@rossellino.com,055697245,
2778rb,Osteria Re Matto,43.785200000000003,11.270849999999999,RISTORANTE,Viale dei mille 152,50131,FIRENZE,Firenze,remattofirenze2014@gmail.com,055583851; 3477183636,
720rb,"Ristorante Enoteca ""Borgo Allegro",43.785929000000003,10.926437999999999,RISTORANTE,"Via Fucini, 20",50059,VINCI,Firenze,info@borgoallegro.it,0571 567866,0571 567866
2381rb,i borghi gourmet souvenir,43.787125099999997,10.926387099999999,RISTORANTE,piazza Leonardo da Vinci 5,50059,VINCI,Firenze,i.borghi@tiscali.it,3356131899,
460rb,Osteria del Cacciatore,43.788400000000003,10.781929,RISTORANTE,"Via Cerbaie, 36/38",50050,"CINELLI, FUCECCHIO",Firenze,,0571 296238,0571 296238
872rb,Ristorante La Frasca,43.788472542549997,11.26652168689,RISTORANTE,"Via Faentina, 70r",,FIRENZE,Firenze,lafrasca@tiscali.it,055 571244,
721rb,"Ristorante ""Leonardo",43.788597106929998,10.9277639389,RISTORANTE,"Via Montalbano, 16",50059,VINCI,Firenze,info@ristoranteleonardo.com,0571 567916,0571 567916
1059rb,Osteria i Riffaioli,43.789073000000002,11.270792,RISTORANTE,"via del Ponte alle Riffe, 2/4r",,FIRENZE,Firenze,info@osteriairiffaioli.it,055 5088070,055 5088070
2453rb,IL PIASTRINO,43.791345,10.917208,RISTORANTE,"via Piastrino, 30",50059,VINCI,Firenze,info@ilpiastrino.it,057156148,05711882161
744rb,"Ristorante ""Michelaccio",43.791443674829999,11.23712199138,RISTORANTE,"Via Ponte di Mezzo, 11-13-15/r",50127,FIRENZE,Firenze,,055 332495,055 3220488
3169rb,Le Cirque Firenze,43.792655400000001,11.2164775,RISTORANTE,Via Mario Morosi 11,50127,FIRENZE,Firenze,jerry@lecirquefirenze.fr,3664140200,
667rb,"Ristorante ""Da Burde",43.795897099999998,11.2034897,RISTORANTE,"Via Pistoiese, 6/r",50145,FIRENZE,Firenze,info@daburde.it,055 317206,055 317206
2636rb,BIOVEGGY,43.796001699999998,11.1464172,RISTORANTE,Via Erbosa 12r,50100,FIRENZE,Firenze,info@bioveggy.it,3338359787,055 670268
2847rb,Accademia dei palati,43.796242200000002,11.214771900000001,RISTORANTE,Via Valdinievole 12 FIRENZE,50127,"Novoli, FIRENZE",Firenze,Mauriziozanolla@accademiadeipalati.it,055412051,
2820rb,CAVEMARE,43.796984700000003,11.3075703,RISTORANTE,via cave di maiano 18/20,50014,"Cave di Maiano, FIESOLE",Firenze,info@cavemare.it,055599963,
1076rb,Villa Campestri Olive Oil Resort,43.797378000000002,11.218455000000001,RISTORANTE,"Via di Campestrini, 19/22",,"Vicchio di Mugello, VICCHIO",Firenze,gemma@villacamperstri.it,055 8490107,055 8490108
2357rb,Rio Freddo,43.797825099999997,11.242667900000001,RISTORANTE,Viale Giovan Battista Morgagni 12a,50134,FIRENZE,Firenze,riofreddo.fi@gmail.com,055416945,
2561rb,Ristorante Rio Freddo,43.797825099999997,11.242667900000001,RISTORANTE,Viale G.B. Morgagni 10b-12a,50134,FIRENZE,Firenze,riofreddo.fi@gmail.it,055416945,055450149
1272rb,pensione Bencistà srl,43.800063373569998,11.29890532129,RISTORANTE,"via B. da Maiano, 4",50014,FIESOLE,Firenze,info@bencista.com,055 59163,055 59163
836rb,"Ristorante ""Bencistà",43.800063373569998,11.29890532129,RISTORANTE,"Via B. da Maiano, 4",50014,FIESOLE,Firenze,info@bencista.com,055 59163,055 59163
677rb,"Ristorante Enoteca ""Ferretto",43.80253248695,10.74072262552,RISTORANTE,"Via Pesciatina, 168",50050,"La Querce, FUCECCHIO",Firenze,ombrettamonti@libero.it,0571 296022,0571 296022
2006rb,Le Lance,43.806478499999997,11.2931525,RISTORANTE,"via G. Mantellini, 2b",50016,FIESOLE,Firenze,info@lelance.it,055 599595,055 599595
855rb,Ristorante I' Polpa,43.806821999999997,11.292541999999999,RISTORANTE,"Piazza Mino, 21/22",,FIESOLE,Firenze,ipolpa@yahoo.it,055 59485,055 59485
856rb,Vinandro,43.806821999999997,11.292541999999999,RISTORANTE,"Piazza Mino,33",,FIESOLE,Firenze,,055 59121,055 59121
2562rb,caffè al n.5,43.806890699999997,11.293548299999999,RISTORANTE,"piazza Mino,5",50014,FIESOLE,Firenze,caffealn.5@gmail.com,05559250  3408528393,
3150rb,Bistrot dell'Accademia,43.808653399999997,11.201224699999999,RISTORANTE,via Valdinievole 12/14,50127,"Novoli, FIRENZE",Firenze,Maurizio@accademiadeipalati.it,055412051,
251rb,"Ristorante ""Lo Zibibbo",43.81669998169,11.250946044919999,RISTORANTE,"Via di Terzollina, 3",50100,FIRENZE,Firenze,zibibbofirenze@libero.it   zibibbofirenze@hotmail.com,055 433383,055 4298070
2481rb,MULINO A VENTO,43.816850000000002,11.446599000000001,RISTORANTE,VIA DI MONTEFIESOLE 48,50065,"Monterifrassine, PONTASSIEVE",Firenze,ristorante@fattorialavacchio.com,055 8396221,055.8395464
3134rb,Ristorante Mulino a Vento,43.816850000000002,11.446599000000001,RISTORANTE,via di Montefiesole  48,50065,PONTASSIEVE,Firenze,ristorantemulinoavento@gmail.com,+39 055 8396221,
2614rb,DREOLINO - CHIANTI RUFINA,43.8170924,11.4833438,BOTTEGA,"VIA FIORENTINA, 5-6",50068,RUFINA,Firenze,dreolino@dreolino.it,0558397021,0558396164
3212rb,Ristorante orlando,43.818083000000001,11.373335000000001,RISTORANTE,via di Monteloro 13,50065,"Monteloro, PONTASSIEVE",Firenze,info@ristorantedaorlando.it,055 830 9056 Cell 392 0361095,
3137rb,The Food Factory,43.822780399999999,11.2980924,RISTORANTE,Via Faentina 169/3,50014,"Le Caldine, FIESOLE",Firenze,info@thefoodfactory.it,055473727,
873rb,Ristorante Lo Strettoio,43.822930846909998,11.25296888403,RISTORANTE,"Via di Serpiolle, 7",,FIRENZE,Firenze,info@lostrettoio.com,055 4250044,055 4250044
2097rb,IL CAMPIGIANO,43.824118599999998,11.125099799999999,RISTORANTE,"Via Guido Guinizelli, 17",50013,CAMPI BISENZIO,Firenze,info@ilcampigiano.it,055 8979432,
854rb,Ristorante Klass Florence,43.825048045800003,11.125449708890001,RISTORANTE,"Via Guido Guinizelli, 17",,CAMPI BISENZIO,Firenze,info@klassristorante.it,055 8966443,055 890003
560rb,"Ristorante ""Bella Italia"" c/o Holiday Inn Firenze Nord",43.830660000000002,11.20257,RISTORANTE,Autostrada - Area  Servizio Firenze Nord,,SESTO FIORENTINO,Firenze,,055 44711,055 4219015
3080rb,Quinto Quarto e dintorni,43.841813000000002,11.191107000000001,RISTORANTE,Via di Calenzano 56,50019,"Sesto Fiorentino, CASTELFIORENTINO",Firenze,info@osteriaquintoquarto.it,0554251032,
293rb,"Ristorante ""Il Pozzo",43.850955999999996,11.167223999999999,RISTORANTE,"Via Vittorio Emanuele, 1",50041,CALENZANO,Firenze,,055 8878748,
754rb,"Ristorante ""Ulivo Rosso",43.851427000000001,11.214955,RISTORANTE,"Via Catese, 2",50019,SESTO FIORENTINO,Firenze,,055 4481890,055 4481953
1792rb,In Piazza da Sbarbacipolla,43.856467075730002,11.15237983435,BOTTEGA,Via Francesco Cilea 21,50041,CALENZANO,Firenze,sbarbacipolla00@gmail.com,055-8826499,Calenzano
851rb,Trattoria Da Remo,43.86336,11.169176999999999,RISTORANTE,"Via Giusti, 90",,CALENZANO,Firenze,trattoriadaremo@libero.it,0555 8877154,055 8877154
557rb,"Ristorante Pizzeria ""Da Roberto",43.890940000000001,11.522266999999999,RISTORANTE,"Piazza Trieste, 49",50062,DICOMANO,Firenze,,055 838035,
2067rb,Il Ghiottone,43.891012000000003,11.524813,RISTORANTE,"Piazza Matteotti, 2",5006,DICOMANO,Firenze,,3289405766    055 838037,
554rb,"Ristorante Pizzeria ""Etrusco",43.891086000000001,11.524819000000001,RISTORANTE,"Piazza Matteotti, 2",50062,DICOMANO,Firenze,,055 838037,
1052rb,Albego Trattoria La Bruna,43.896056000000002,11.321064,RISTORANTE,"via della Fittaccia, 5",,"Bivigliano, VAGLIA",Firenze,,055 406614,055 406614
1053rb,Albego Trattoria La Bruna,43.896056000000002,11.321064,RISTORANTE,"via della Fittaccia, 5",,"Bivigliano, VAGLIA",Firenze,info@hotellabruna.com,055 406614,055 406614
1056rb,Albergo Trattoria La Bruna,43.896056000000002,11.321064,RISTORANTE,"Via della Fittaccia, 5",,"Bivigliano, VAGLIA",Firenze,info@hotellabruna.com,055 406614,055 406614
246rb,"Ristorante ""L'Uovo di Colombo",43.909103393549998,11.28023052216,RISTORANTE,"Via Fattoria Nuova, 57/f",50030,VAGLIA,Firenze,info@teatroristorante.it,055 407539,
2109rb,RISTORANTE ORESTE CAMPAGNA,43.914456000000001,11.224567,RISTORANTE,VIA DI LEGRI 22,50041,CALENZANO,Firenze,riccardo.chianticlassico@gmail.com,0558827156,0558827156
852rb,Ristorante Carmagnini del '500,43.923546363569997,11.208194432699999,RISTORANTE,"Via di Barberino, 238",50041,CALENZANO,Firenze,info@carmagninidel500.it,055 8819930,055 8819611
237rb,"Ristorante ""La Bottega dei Gaudenti",43.926086429999998,11.6180191,RISTORANTE,"Via Castagneto, 1",50060,SAN GODENZO,Firenze,info@labottegadeigaudenti.it,055 8374031,055 8374031
2536rb,RISTORANTE ALBERGO DA SILVANO,43.928998999999997,11.621755,RISTORANTE,Via Forlivese 69/71,50060,SAN GODENZO,Firenze,lochaletsangodenzo@gmail.com,0558374043,0558374043
553rb,"Ristorante ""La Casa di Caccia",43.9326171875,11.4671869278,RISTORANTE,Roti,,"Molezzano, VICCHIO",Firenze,,055 8407629,
1277rb,o' per bacco,43.932948118959999,11.46653011635,RISTORANTE,Corso del popolo,50039,VICCHIO,Firenze,pamelaiv@libero.it,339 3120937,
445rb,"Ristorante ""La Casa del Prosciutto",43.933736000000003,11.458762999999999,RISTORANTE,"Via Ponte a Vicchio, 1",50039,VICCHIO,Firenze,,055 844031,
896rb,La Casa Matta,43.934060000000002,11.461789,RISTORANTE,"Viale Beato Angelico, 79",50039,VICCHIO,Firenze,lacasamatta@alice.it,055 8497104,055 8497104
463rb,"Ristorante ""Nuovo Oblò",43.934092,11.456484,RISTORANTE,"Via Martiri di Campo di Marte, 51",50039,VICCHIO,Firenze,,055 8448359,
1802rb,Roberto Frutta commercio prodotti agroalimentari,43.936093421080002,11.446799407389999,BOTTEGA,"via Aligi Barducci, 13",,"055 8494538, VICCHIO",Firenze,lunicasrl@lunica.it,055 8455374,
2613rb,Ristorante da Gianni,43.945998299999999,11.2135661,RISTORANTE,"Via di Barberino, 47",50041,"Le Croci di Calenzano, CALENZANO",Firenze,ristorante.dagianni@libero.it,055 8876908,
292rb,"Ristorante ""Degli Artisti",43.953696999999998,11.38857,RISTORANTE,"Piazza Romagnoli, 1",50032,BORGO SAN LORENZO,Firenze,,055 8457707,
444rb,"Ristorante ""Tre Fiumi",43.95642471,11.38453674,RISTORANTE,"Via Madonna 3 Fiumi, 16",50030,"Ronta, BORGO SAN LORENZO",Firenze,info@albergotrefiumi.com,055 840397,055 8403015
556rb,"Ristorante Pizzeria ""Il Portichetto",43.960650000000001,11.300698000000001,RISTORANTE,"Loc. Ischieni, 9/a",,SAN PIERO A SIEVE,Firenze,,055 858099,
453rb,"Ristorante ""La Bisboccina",43.961424999999998,11.32386,RISTORANTE,"Via Provinciale, 38",50037,SAN PIERO A SIEVE,Firenze,,055 8486950,
278rb,Ristorante Giro di Bacco,43.964889939999999,11.29787475,RISTORANTE,"Via Nazionale, 8",50031,"Cafaggiolo, BARBERINO DI MUGELLO",Firenze,girodibacco@alice.it,055 8418173 055 8416111,055 8486766
1317rb,Ristorante degli artisti di Margheri Donatella,43.965554300000001,11.324537599999999,RISTORANTE,"Pzza Romagnoli, 1",0,BORGO SAN LORENZO,Firenze,info@gliartistiristorante.com,055 8457707,
465rb,"Ristorante ""Anna Trend",43.991672999999999,11.351906,RISTORANTE,"Viale J. F. Kennedy, 50",50038,SCARPERIA,Firenze,,055 846219,
466rb,"Ristorante ""Il Rustico",43.994363999999997,11.354334,RISTORANTE,"Piazza Garibaldi, 18/20",50038,SCARPERIA,Firenze,,055 8469992,
