Id,Nome,Categoria,Telefono,Indirizzo,Comune,SiglaProvincia,Email,Valutazione,Latitudine,Longitudine,Provincia,EsisteValutazione,Popolazione
3549sr,Antica Fonte Residenza Di Siena,Residence,0577 930589,"Strada Del Petriccio E Belriguardo, 164",Siena,SI,info@anticafonteresidenza.it,2,43.3414166,11.2828084,Siena,1,52974
3550sr,Fullino Nero Rta Di Mencarelli Federico,Residence,0577 1651715,"Strada Petriccio E Belriguardo, 166-168",Siena,SI,info@fullinonero.it,2,43.3423346,11.2820171,Siena,1,52974
3586sr,Villa Cristina,Affittacamere,0577 741166,"Via Fiorentina, 34",Castellina In Chianti,SI,info@villacristina.it,1,43.4721222568,11.2823367119,Siena,0,2644
3598sr,Residenzia Del Sogno 1,Affittacamere,0577 741394,"Loc. Pietrafitta, 51",Castellina In Chianti,SI,mail@residenziadelsogno.com,1,43.4811742,11.2750531,Siena,0,2644
3600sr,Castellina Rooms,Affittacamere,0577 740902,"Loc. San Martino, 27",Castellina In Chianti,SI,info@casalandi.com,1,43.5617298,11.2853614,Siena,0,2644
3601sr,Tuscany Holidays,Affittacamere,0577 740902,Loc. San Martino,Castellina In Chianti,SI,info@casalandi.com,1,43.5595367,11.2833236,Siena,0,2644
3602sr,Casa Landi,Affittacamere,0577 740902,"Loc. San Martino, 25/1",Castellina In Chianti,SI,info@casalandi.com,1,43.47511,11.28308,Siena,0,2644
3603sr,San Martino Holidays,Affittacamere,0577 740902,"Loc. San Martino, 25",Castellina In Chianti,SI,info@casalandi.com,1,43.5616513,11.2851345,Siena,0,2644
3621sr,B&b Villa Veronica,Affittacamere,0577 52054,S.P. 102 N. 3 - Loc. Colombaio,Castelnuovo Berardenga,SI,info@villaveronica.it,1,43.3734264,11.3408275,Siena,0,8936
3622sr,B&b Villa Veronica 2,Affittacamere,0577 52054,S.P. 102 - Loc. Colombaio N 3,Castelnuovo Berardenga,SI,info@villaveronica.it,1,43.3734264,11.3408275,Siena,0,8936
3623sr,Pianella,Affittacamere,0577 363313,"Via Artigianato, 12 - Loc. Pianella",Castelnuovo Berardenga,SI,info@chiantipoint.it,1,43.3537832,11.4154653,Siena,0,8936
3626sr,Castello Di Ripa D'orcia,Affittacamere,0577 897376,Loc. Ripa D'orcia,Castiglione D'orcia,SI,info@castelloripadorcia.com,1,43.0187055158,11.5830230713,Siena,0,2140
3627sr,I Tre Rioni,Affittacamere,0577 872015,"Via Campotondo, 3",Castiglione D'orcia,SI,itrerioni@aruba.it,1,42.9478944996,11.6663432121,Siena,0,2140
3633sr,Podere Lamaccia,Affittacamere,0578 237029,"Strada Dei Poggi, 2",Cetona,SI,info@poderelamaccia.it,1,42.9768189811,11.916410923,Siena,0,2499
3678sr,Villa Vistarenni,Affittacamere,0577 738476,Loc. Vistarenni,Gaiole In Chianti,SI,info@villavistarenni.com,1,43.4808263948,11.4046669006,Siena,0,2529
3688sr,Castellare De' Noveschi 1,Affittacamere,0577 746010,"Padre Chiantini , 12 - Loc. San Sano",Gaiole In Chianti,SI,info@castellaredenoveschi.com,1,43.4227323,11.3897985,Siena,0,2529
3698sr,Il Barlanzone,Affittacamere,0577 846120,"Via Ricasoli, 33",Montalcino,SI,info@barlanzone.com,1,43.0565091,11.4896349,Siena,0,5623
3712sr,Camere Bellavista,Affittacamere,3478232314-3382291964,"Via Ricci, 25",Montepulciano,SI,bellavista@bccmp.com,1,43.0940767,11.7809568,Siena,0,13280
3722sr,Villa Nottola,Affittacamere,0578 707060,S.S. 326 Di Rapolano Km. 15 - Loc. Nottola - Fraz. Gracciano,Montepulciano,SI,info@villadinottola.com,1,43.1322233,11.8285919,Siena,0,13280
3728sr,La Locanda Di San Francesco,Affittacamere,0578 758725,"Piazza San Francesco, 5",Montepulciano,SI,info@locandasanfrancesco.it,1,43.0941825,11.7809917,Siena,0,13280
3729sr,Meublè Evoè,Affittacamere,0578 758757,"Via Di Cagnano, 13",Montepulciano,SI,info@trattoriadicagnano.it,1,43.092297,11.7816784,Siena,0,13280
3749sr,Ceppo,Affittacamere,0577 .593387,"Via Cassia Nord, 1 - Loc. Il Ceppo",Monteriggioni,SI,info@bedandbreakfastilceppo.it,1,43.3526759931,11.2650203705,Siena,0,10000
3765sr,La Locanda Di Beppe A Tocchi,Affittacamere,0577 757811,"Loc. Tocchi , 2/3/4 - Fraz. Tocchi",Monticiano,SI,info@locandadibeppeatocchi.it,1,43.1330237,11.2619104,Siena,0,1563
3865sr,Palazzo Al Torrione - Bed & Breakfast Di Indiani,Affittacamere,0577 940480,"Via Berignano, 76",San Gimignano,SI,palazzoaltorrione@palazzoaltorrione.com,1,43.4653002,11.0421837,Siena,0,7493
3868sr,Affittacamere Ponte A Nappo,Affittacamere,0577 955041-907282,"Via Vecchia, 66 - Loc. Ponte A Nappo",San Gimignano,SI,info@rossicarla.it,1,43.4621864849,11.0532090068,Siena,0,7493
3881sr,Palazzo Al Torrione 2 - Bed & Breakfast,Affittacamere,0577 940480,"Via Berignano, 80",San Gimignano,SI,palazzoaltorrione@palazzoaltorrione.com,1,43.46522,11.0421841,Siena,0,7493
3892sr,Il Cardino,Affittacamere,0577 953024,"Loc. Il Cardino, 35/c",San Gimignano,SI,info@ilcardino.it,1,43.4079158516,11.0199737549,Siena,0,7493
3907sr,Poggetto Di Montese,Affittacamere,0577 941673,"Loc. Cellole- Montese, 4/a",San Gimignano,SI,info@poggettodimontese.net,1,43.4654323,11.048549,Siena,0,7493
3916sr,Affittacamere Totti,Affittacamere,3294790375,"Via Mainardi, 6",San Gimignano,SI,brunella.calonaci@tiscali.it,1,43.4693629,11.0413304,Siena,0,7493
3921sr,Affittacamere Casa Castello,Affittacamere,0577 955041-907282,"Via Del Castello, 2",San Gimignano,SI,info@rossicarla.it,1,43.4673153,11.0439554,Siena,0,7493
3935sr,La Capanna Di Sovestro,Affittacamere,0577 941190,"Loc. Sovestro, 29",San Gimignano,SI,info@lacapannadisovestro.com,1,43.4595309589,11.0576480627,Siena,0,7493
3949sr,B&b Ponte A Nappo,Affittacamere,0577 907262,"Via Vecchia, 66",San Gimignano,SI,info@rossicarla.it,1,43.4621903785,11.0532170534,Siena,0,7493
3955sr,Casa Alle Volte,Affittacamere,3391164069,"Loc. Casale- Casalino, 15",San Gimignano,SI,casallevolte@libero.it,1,43.4654323,11.048549,Siena,0,7493
3965sr,Casa Lemmi,Affittacamere,0577 899016,"Via Dante Alighieri, 29",San Quirico D'orcia,SI,info@casalemmi.com,1,43.0595453,11.6043859,Siena,0,2581
3999sr,Casale Virgili Di Simone Virgili,Affittacamere,0577 51652,"Via Cassia Nord, 55",Siena,SI,info@casalevirgili.it,1,43.3186614,11.3305135,Siena,0,52974
4060sr,Osteria La Vecchia Miniera,Affittacamere,0577 318118,"Strada Pian Del Lago, 31",Siena,SI,eragnio@virgilio.it,1,43.3451894,11.275518,Siena,0,52974
4089sr,Lorenzini Rooms,Affittacamere,0577 180078,G. Dupre'. 101 Int. 1,Siena,SI,info@lorenzinirooms.com,1,43.3159515635,11.3319039345,Siena,0,52974
4091sr,Lorenzini Rooms 2,Affittacamere,0577 180082,"Via Aretina, 158 - Piano T",Siena,SI,info@lorenzinirooms.com,1,43.3149713,11.3516068,Siena,0,52974
4095sr,B&b La Coperta Ricamata,Affittacamere,0577 43657,"Via Garibaldi, 46 Int. 4",Siena,SI,sugherini@libero.it,1,43.3247918,11.3297488,Siena,0,52974
4113sr,Relais Il Vallone,Affittacamere,0577 661029,"Loc. Il Vallone, 136 - Fraz. Scrofiano",Sinalunga,SI,info@relaisvallone.com,1,43.230979,11.7152368,Siena,0,12110
4173sr,B&b Palazzo Tosoni,Alloggi Privati,0578 21298,"Via Cassia Aurelia - Loc. P.Tosoni, 85",Chiusi,SI,palazzotosoni@libero.it,1,43.0233428,11.9233964,Siena,0,8100
4175sr,Poggio Cantarello Vacanze,Alloggi Privati,0578 274139,"P. Cantarello, 94 - Loc. Macciano",Chiusi,SI,poggiocantarello@alice.it,1,43.022862793,11.8839240074,Siena,0,8100
4297sr,Carli Giovanna,Alloggi Privati,0577 44196,"Via Montanini, 46",Siena,SI,giovanna.carli@alice.it,1,43.3218004,11.3298917,Siena,0,52974
4317sr,Casa Giulia,Alloggi Privati,0577 318983,"Via La Cetina, 140",Sovicille,SI,frank.eilinger@mac.com,1,43.2569076,11.2297105,Siena,0,9869
4334sr,Az.Agr.Il Molinello,Agriturismi,0577 704791,Loc. Molinello,Asciano,SI,info@molinello.com,3,43.2418264672,11.5997600555,Siena,1,6799
4335sr,La Campana,Agriturismi,0577 718103,Loc. La Campana,Asciano,SI,info@tenutalacampana.it,3,43.2366992038,11.4805412292,Siena,1,6799
4346sr,Montecaci,Agriturismi,3338930554,Loc. Montecaci,Asciano,SI,info@agriturismomontecaci.it,2,43.2622061978,11.5790963173,Siena,1,6799
4373sr,Piampetrucci,Agriturismi,0577 808304,"S.P. 13 - Loc. Piampetrucci , 53",Buonconvento,SI,piampetrucci@aruba.it,2,43.1072181565,11.4429044724,Siena,1,2989
4375sr,Az.Agr.La Ripolina,Agriturismi,0577 282280-33557392,Loc. Pieve Di Piana,Buonconvento,SI,laripolina@tin.it,3,43.1474502006,11.4496421814,Siena,1,2989
4384sr,Fattoria Sant'antonio,Agriturismi,347 8715252,Podere San'antonio - Loc. Resta,Buonconvento,SI,info@fattoriasantantonio.it,3,43.1185669296,11.5166008472,Siena,1,2989
4386sr,Podere Cunina,Agriturismi,0577 809008,Loc. Podere Cunina Di Sopra - Fraz. Resta,Buonconvento,SI,poderecunina@gmail.com,3,43.1469863,11.4679893,Siena,1,2989
4394sr,Cooperativa Rurale Casolese Pod. Canneto E Pod. Pe,Agriturismi,0577 948343,Loc. Il Piano,Casole D'elsa,SI,info@ilcanneto.net,1,43.3538929972,11.05052948,Siena,1,3717
4403sr,Tenuta Bichi Borghesi - Scorgiano,Agriturismi,0577 301020,"Loc. Loc. Scorgiano, 52",Casole D'elsa,SI,info@bichiborghesi.it,2,43.3522703196,11.1589550972,Siena,1,3717
4409sr,Agriturismo Ciel Sereno,Agriturismi,0577 963013,Podere Cetinaglia,Casole D'elsa,SI,beatrice@cielsereno.com,1,43.312913,11.048549,Siena,1,3717
4417sr,Tenuta Di Lilliano,Agriturismi,0577 743070,"Loc. Lilliano, 8",Castellina In Chianti,SI,info@lilliano.it,2,43.4382962,11.2553148,Siena,1,2644
4428sr,Azienda Agricola Casafrassi,Agriturismi,0577 740621,Via Chiantigiana - Loc. Casafrassi,Castellina In Chianti,SI,info@casafrassi.it,3,43.4811742,11.2750531,Siena,1,2644
4439sr,Agriturismo Rocca,Agriturismi,0577 740814,"Loc. Rocca, 4",Castellina In Chianti,SI,aziendarocca@alice.it,2,43.465659,11.27695,Siena,1,2644
4443sr,Az.Agr.Masseto,Agriturismi,0577 733553,"Piazza Di Sopra, 30",Castellina In Chianti,SI,info@masseto.it,3,43.5274943641,11.2789678574,Siena,1,2644
4444sr,Il Villino,Agriturismi,055-561447 0577 740782,"Via Chiantigiana, 29 - Loc. Il Villino",Castellina In Chianti,SI,info@ilvillino.net,2,43.4482923543,11.2952542305,Siena,1,2644
4457sr,Borgo Di Pietrafitta,Agriturismi,0577 741390,"Loc. Pietrafitta, 46",Castellina In Chianti,SI,info@borgopietrafitta.com,3,43.4941215301,11.3017559052,Siena,1,2644
4458sr,Casanuova Di Pietrafitta,Agriturismi,339 5486557,Loc. Podere Casanuova Di Pietrafitta,Castellina In Chianti,SI,info@podere-casanuova.it,2,43.4814074,11.2972037,Siena,1,2644
4459sr,Campoperi,Agriturismi,0577 743228,Via Casale,Castellina In Chianti,SI,info@casaledellosparviero.it,2,43.4215776869,11.2257635593,Siena,1,2644
4470sr,Poderi Di Miscianello,Agriturismi,0577 356840,Fraz. Ponte A Bozzone,Castelnuovo Berardenga,SI,info@miscianello.it,2,43.3487175,11.3725171,Siena,1,8936
4487sr,Fattoria Di Corsignano,Agriturismi,0577 322545,Loc. Corsignano - Fraz. Vagliagli,Castelnuovo Berardenga,SI,info@tenutacorsignano.it,3,43.3473518,11.5043888,Siena,1,8936
4493sr,Agriturismo Lo Strettoio,Agriturismi,0577 355042,Loc. Stellino,Castelnuovo Berardenga,SI,angioletta@lostrettoio.it,2,43.3761302285,11.4962589741,Siena,1,8936
4494sr,Centro Ippico Della Berardenga,Agriturismi,0577 355071,Loc. Santa Margherita,Castelnuovo Berardenga,SI,info@chiantiriding.it,2,43.3473518,11.5043888,Siena,1,8936
4507sr,Podere Campovecchio,Agriturismi,055-9180117,Campovecchio - Loc. Pelagoscuro,Castelnuovo Berardenga,SI,info@campovecchio.com,2,43.3527930137,11.5848362446,Siena,1,8936
4513sr,Montaperti,Agriturismi,0577 369038,"S.P. 111 Sud, 6 - Loc. Montaperti",Castelnuovo Berardenga,SI,info@montaperti.it,2,43.3279824,11.4315621,Siena,1,8936
4516sr,Il Piaggione Di Curcio Camilla,Agriturismi,335399125,Loc. Serravalle - Fraz. Vagliagli,Castelnuovo Berardenga,SI,camillacurcio@libero.it,1,43.4214126,11.348367,Siena,1,8936
4529sr,Az.Agr.Podere La Moiana,Agriturismi,0577 897395,Loc. Ripa D'orcia - Fraz. Cerretello,Castiglione D'orcia,SI,pivafabio@yahoo.it,2,43.037184,11.575406,Siena,1,2140
4549sr,Az. Agr. Rappuoli Antonella,Agriturismi,0577 897719,Podere Rossello - Loc. Ripa D'orcia,Castiglione D'orcia,SI,info@rosselloweb.it,1,43.0405712081,11.5663290024,Siena,1,2140
4553sr,Perelli,Agriturismi,0577 887576,Strada Dei Perelli S.N.C. - Loc. Case Sparse,Castiglione D'orcia,SI,info@podereperelli.it,1,42.9858488,11.6385328,Siena,1,2140
4561sr,Il Pratone Di Vagaggini Giuliano,Agriturismi,0577 887022,Loc. Il Pratone,Castiglione D'orcia,SI,info@ilpratone.com,1,43.0054944878,11.6208314896,Siena,1,2140
4562sr,Santa Francesca,Agriturismi,0577 872616,Fiume 42 - Fraz. Campiglia D'orcia,Castiglione D'orcia,SI,info@santafrancesca.it,1,42.9630493577,11.6550779343,Siena,1,2140
4564sr,Spazzavento,Agriturismi,0578 226551,Loc. Spazzavento - Fraz. Piazze,Cetona,SI,info@spazzavento.com,1,42.9021717623,11.9418382645,Siena,1,2499
4569sr,Agriturismo Casa Vecchia,Agriturismi,0578 238383,"S.S. 321 Est, 53",Cetona,SI,agricasavecchia@tiscali.it,2,42.965316,11.900409,Siena,1,2499
4576sr,Il Caio Di Stefani Stefano,Agriturismi,0578 238452,"S.S. 321 Sud, 12",Cetona,SI,ilcaiocetona@virgilio.it,2,42.9536584968,11.9131278992,Siena,1,2499
4591sr,La Provenca,Agriturismi,0578 62768,"Strada D. Vittoria, 51 - Loc. La Foce",Chianciano Terme,SI,info@laprovenca.it,1,43.0245363,11.7789599,Siena,1,6937
4592sr,Podere Gello,Agriturismi,3332764116,"Via Cavine E Valli, 69",Chianciano Terme,SI,silvio.giacomini@libero.it,1,43.0537456,11.8599469,Siena,1,6937
4595sr,Az. Agr. La Chiusa,Agriturismi,0577 750204,"Loc. La Chiusa, 5",Chiusdino,SI,info@agriturismolachiusa.it,2,43.1893594,11.1390878,Siena,1,1744
4609sr,Montomoli Giovanna,Agriturismi,0577 750457,Loc. Collepetrucci - Fraz. Ciciano,Chiusdino,SI,collepetrucci@virgilio.it,2,43.1543425,11.0801146,Siena,1,1744
4618sr,Podere Di Santa Maria,Agriturismi,3471937052,Loc. Cucinato - Fraz. Ciciano,Chiusdino,SI,info@poderedisantamaria.it,1,43.141607,11.0710253,Siena,1,1744
4623sr,Podere Della Bruciata,Agriturismi,0578 798330,"Via Caselle Basse, 26",Chiusi,SI,info@agriturismodellabruciata.com,2,43.0233428,11.9233964,Siena,1,8100
4646sr,Fattoria Nerbona,Agriturismi,0577 971066,"Loc. Nerbona, 107",Colle Di Val D'elsa,SI,info@nerbona.com,1,43.38481,11.0938079,Siena,1,21635
4655sr,Casa Verniano,Agriturismi,0577 908295,Loc. Verniano Di Sopra,Colle Di Val D'elsa,SI,info@verniano.com,2,43.3390865,11.1235319,Siena,1,21635
4656sr,Borgo Santinovo,Agriturismi,0577 971048,Loc. Santinovo,Colle Di Val D'elsa,SI,info@borgosantinovo.it,2,43.38481,11.0938079,Siena,1,21635
4663sr,Badia A Coltibuono,Agriturismi,0577 74481,Loc. Badia A Coltibuono,Gaiole In Chianti,SI,badia@coltibuono.com,2,43.4952111655,11.4500713348,Siena,1,2529
4666sr,Borgo Casa Al Vento,Agriturismi,0577 749068,Loc. Loc. Casa Al Vento,Gaiole In Chianti,SI,info@borgocasaalvento.com,2,43.469303,11.4333039,Siena,1,2529
4675sr,Az. Agr. Il Crocino Di Lecchi,Agriturismi,0577 746023,Loc. Lecchi In Chianti,Gaiole In Chianti,SI,bruni.fam@iol.it,2,43.4439405,11.3741074,Siena,1,2529
4678sr,Castello Di Meleto,Agriturismi,0577 749129,Via Meleto - Loc. Castello Di Meleto,Gaiole In Chianti,SI,booking@castellomeleto.it,2,43.4500019,11.4250148,Siena,1,2529
4695sr,Az. Agr. Casa Colsereno,Agriturismi,0577 847030,"Podere Colsereno, 31",Montalcino,SI,info@colsereno.it,1,43.0427592,11.4566299,Siena,1,5623
4735sr,Antica Grancia Di Quercecchio,Agriturismi,0577 839148,"Loc. Quercecchio, 7",Montalcino,SI,quercecchio@inwind.it,3,43.0427592,11.4566299,Siena,1,5623
4743sr,Il Poggione,Agriturismi,0577 .844029,Loc. Capannacce-s.Angelo In Colle,Montalcino,SI,info@ilpoggione.it,2,42.9959193,11.4615519,Siena,1,5623
4759sr,Az.Agr.La Fraternita,Agriturismi,0578 758215,"Via Della Fraternita, 4",Montepulciano,SI,info@agriturismolafraternita.it,3,43.120283,11.8207566,Siena,1,13280
4760sr,Az.Agr.La Creta,Agriturismi,0578 716364,"Via Della Boccia, 1 - Loc. La Creta",Montepulciano,SI,info@lacreta.it,2,43.102511,11.75587,Siena,1,13280
4765sr,Az. Agr. Pantano,Agriturismi,0578 708755,S.S. 326 Ovest - Loc. Pantano - Fraz. Abbadia Di Montepulciano,Montepulciano,SI,tenutapantano@libero.it,2,43.1502837687,11.7895102501,Siena,1,13280
4766sr,Az. Agr. Fucile,Agriturismi,0578 717202,"Via Di Torrita, 2",Montepulciano,SI,info@poderefucile.com,1,43.1272556,11.794639,Siena,1,13280
4769sr,Fattoria Terrarossa,Agriturismi,0578 724051 3476478390,Loc. Terrarossa - Fraz. Valiano,Montepulciano,SI,info@terrarossa.it,2,43.092926,11.782389,Siena,1,13280
4783sr,Agriturismo Podere Lamberto,Agriturismi,0578 64601,"Via Dei Poggiardelli, 16",Montepulciano,SI,info@poderelamberto.com,3,43.0492283,11.7975207,Siena,1,13280
4789sr,San Martino,Agriturismi,0578 717463,"Via Di Martiena, 3",Montepulciano,SI,sanmartino@montepulciano.com,2,43.0948869,11.7900152,Siena,1,13280
4798sr,Tenuta Di Argiano,Agriturismi,3384294166,"Via Poggio Pagano, 14 - Fraz. Acquaviva",Montepulciano,SI,info@tenutadiargiano.it,1,43.1150185,11.8653148,Siena,1,13280
4820sr,Ardene,Agriturismi,0578 758648,"Via Di Valardegna, 7",Montepulciano,SI,info@agriturismoardene.it,2,43.0822340446,11.786441803,Siena,1,13280
4822sr,Az.Agr. La Valiana Di Cecilia Della Giovampaola,Agriturismi,0578 767308,Via Della Stella - Fraz. Valiano,Montepulciano,SI,info@lavaliana.it,1,43.1470555,11.901574,Siena,1,13280
4823sr,Casa Di Bacco,Agriturismi,0578724056 3388054069,"Via Della Fornace, 16 - Loc. Valiano",Montepulciano,SI,info@casadibacco.net,1,43.132591387,11.9114542007,Siena,1,13280
4844sr,Novelleto,Agriturismi,0577 318407,"Strada Di Bracciano, 1 - Loc. Novelleto",Monteriggioni,SI,gaia.romanello@novelleto.it,1,43.3630134,11.2183781,Siena,1,10000
4851sr,Antico Uliveto,Agriturismi,331 4174577,"Strada Della Magione, 13",Monteriggioni,SI,info@anticouliveto.it,1,43.3947888586,11.2941169739,Siena,1,10000
4856sr,Tenuta Bichi Borghesi - Scorgiano,Agriturismi,0577 301020,"Strada Di Scorgiano, 10 - Loc. Scorgiano",Monteriggioni,SI,info@bichiborghesi.it,2,43.3521525,11.1589557,Siena,1,10000
4868sr,Az.Agr.Saltemnano,Agriturismi,0577 370073,"Traversa Via Del Magistrato, 302-b - Fraz. Ponte D'arbia",Monteroni D'arbia,SI,saltemnano@saltemnano.it,1,43.1345313,11.4832059,Siena,1,9068
4884sr,Casanova Di Lucignano,Agriturismi,3478655278,"Via Signorini, 382",Monteroni D'arbia,SI,info@casanovalucignano.it,1,43.2215024629,11.4218437672,Siena,1,9068
4885sr,Castello Di Grotti,Agriturismi,335 6142181 337 458860,"Strada Del Castello, 333 - Loc. Grotti - Fraz. Ville Di Corsano",Monteroni D'arbia,SI,mail@castellodigrotti.it,1,43.2195,11.3223,Siena,1,9068
4894sr,Fattoria Il Santo,Agriturismi,0577 757107,Loc. Loc. Il Santo - Fraz. Fraz. Iesa,Monticiano,SI,info@fattoriailsanto.it,1,43.0982253638,11.3070774078,Siena,1,1563
4903sr,Az. Agr. Casabianca,Agriturismi,0577 811033,Loc. Montepescini - Fraz. Casciano,Murlo,SI,infoagriturismo@fattoriacasabianca.it,3,43.0965958663,11.345615387,Siena,1,2429
4908sr,I Pianelli,Agriturismi,0577 814291,S.P. 33 Di Murlo - Loc. I Pianelli,Murlo,SI,info@ipianelli.com,1,43.1785809299,11.3764071465,Siena,1,2429
4919sr,La Busca,Agriturismi,0577 814210,"Loc. La Busca, 1",Murlo,SI,labusca@virgilio.it,2,43.1824457302,11.3792932034,Siena,1,2429
4926sr,Az.Agr.Barbi,Agriturismi,0578 755149,"Montello, 26 - Fraz. Monticchiello",Pienza,SI,barbivilmo@libero.it,3,43.0653609,11.723631,Siena,1,1983
4968sr,Azienda Agrituristica Colombaiolo,Agriturismi,0578 748338,"Podere Colombaiolo, 12",Pienza,SI,colombaiolo@libero.it,2,43.0737783481,11.6753768921,Siena,1,1983
4974sr,Poggio Salto,Agriturismi,0577 898070,"Via Di Cosona, 31 - Loc. Loc. Podere Poggio Salto",Pienza,SI,info@poderepoggiosalto.it,2,43.0578751,11.6840589,Siena,1,1983
4975sr,Agriturismo Bonello,Agriturismi,0578 749928,S.P. 146 - Loc. Bonello,Pienza,SI,info@bonello.eu,2,43.0578751,11.6840589,Siena,1,1983
4995sr,Lucciola Bella,Agriturismi,0578 52035,Loc. La Foce,Pienza,SI,info@lucciolabella.it,1,43.0789259,11.6789074,Siena,1,1983
5017sr,Podere La Fraschetta,Agriturismi,0577 934388 0577 981,"Loc. Agresto, 12",Poggibonsi,SI,info@poderelafraschetta.com,1,43.4767158311,11.1715507507,Siena,1,28363
5021sr,I Melograni Del Chianti,Agriturismi,0577 989062,"Loc. Talciona, 4",Poggibonsi,SI,info@imelogranidelchianti.com,2,43.4616919,11.1872077,Siena,1,28363
5046sr,Capovento,Agriturismi,0577 740755,"Via Della Badiola - Loc. Capovento,34",Radda In Chianti,SI,info@capovento.it,3,43.4575295031,11.3201773167,Siena,1,1452
5052sr,La Montalla,Agriturismi,0578 52141,"P.Za Della Torre, 1-contignano",Radicofani,SI,montalla@bccmp.com,3,42.978640046,11.7442131042,Siena,1,1056
5070sr,Podere La Fonte,Agriturismi,0577 790797,"Podere La Fonte, 4",Radicondoli,SI,info@poderelafonte.com,2,43.261491,11.0448017,Siena,1,948
5093sr,Villa Buoninsegna,Agriturismi,0577 724380,Loc. Buoninsegna,Rapolano Terme,SI,info@buoninsegna.it,2,43.2908575604,11.6220331192,Siena,1,5093
5096sr,Az.Agr. Podere Le Coste,Agriturismi,0577 704815,Loc. Sgimignanello,Rapolano Terme,SI,luigi@agricoste.it,1,43.285569,11.604801,Siena,1,5093
5105sr,Il Fornacino,Agriturismi,0577 724189,Loc. Il Fornacino - Fraz. Armaiolo,Rapolano Terme,SI,info@ilfornacino.com,2,43.3046483,11.5955193,Siena,1,5093
5109sr,Azienda Agrituristica Montauto,Agriturismi,075 5720867,Loc. Montauto,Rapolano Terme,SI,giancarlo@montauto.it,1,43.2518608985,11.6614294052,Siena,1,5093
5129sr,Az.Agr.Casanova Di Pescille,Agriturismi,0577 941902,Loc. Pescille,San Gimignano,SI,info@casanovadipescille.com,2,43.451922,11.026926,Siena,1,7493
5139sr,Fattoria Voltrona,Agriturismi,0577 943152,"Loc. Montauto, 5",San Gimignano,SI,info@voltrona.com,3,43.4371996811,11.0336637497,Siena,1,7493
5141sr,Podere Poggio Ai Cieli,Agriturismi,0577 950312,"Via Santa Maria, 21 B - Loc. S Maria",San Gimignano,SI,info@poggioaicieli.it,3,43.5108141443,11.0720086098,Siena,1,7493
5143sr,Az.Agr. Fornacelle,Agriturismi,0577 944958,"Loc. San Benedetto, 46",San Gimignano,SI,info@fornacelle.com,2,43.4654323,11.048549,Siena,1,7493
5144sr,Az. Agr. Podere Cappella,Agriturismi,0577 941615,"Via Monteoliveto, 20 - Loc. Lignite",San Gimignano,SI,poderecappella@virgilio.it,3,43.4654323,11.048549,Siena,1,7493
5159sr,Az. Agr. La Ripa,Agriturismi,0577 950351,"Loc. Santa Maria, 70 - Fraz. Ulignano",San Gimignano,SI,alessandro.incagli@gmail.com,2,43.5023127718,11.0710269213,Siena,1,7493
5173sr,Il Casolare Di Bucciano,Agriturismi,0577 940189,"Loc. Racciano Bucciano, 14",San Gimignano,SI,info@casolaredibucciano.com,1,43.4496164842,11.0321617126,Siena,1,7493
5176sr,Az.Agr. Il Vecchio Maneggio,Agriturismi,0577 950232,"Loc. S. Andrea, 22 - Fraz. Ulignano",San Gimignano,SI,info@ilvecchiomaneggio.com,3,43.5012592,11.0806296,Siena,1,7493
5185sr,Fortezza De' Cortesi,Agriturismi,0577 940123,"Loc. Loc. Montauto - Monti, 26",San Gimignano,SI,info@fortezzacortesi.com,3,43.4441951571,11.0809135437,Siena,1,7493
5192sr,La Piazzetta,Agriturismi,0577 955082,"Via La Piazzetta, 49 - Loc. Pancole",San Gimignano,SI,info@lapiazzetta-agriturismo.com,1,0.0,0.0,Siena,1,7493
5197sr,Villino Del Grillo,Agriturismi,0577 944806,"Via Pulicciano, 29 - Loc. Canonica",San Gimignano,SI,info@villinodelgrillo.it,1,43.5280933347,11.0249036551,Siena,1,7493
5199sr,Poderi Arcangelo Di Mora Sandra,Agriturismi,0577 944404,"Via Capezzano, 26",San Gimignano,SI,info@poderiarcangelo.it,2,43.519364889,11.0315608978,Siena,1,7493
5202sr,La Torraccia Di Chiusi,Agriturismi,0577 941972,Loc. Montauto,San Gimignano,SI,info@torracciadichiusi.it,2,43.4411111,11.0514074,Siena,1,7493
5209sr,Guardastelle,Agriturismi,0577 907209,Loc. Sovestro,San Gimignano,SI,info@guardastelle.com,2,43.4654323,11.048549,Siena,1,7493
5212sr,Il Castagnolino,Agriturismi,0577 955063,"Loc. Pancole Castagnolino, 34",San Gimignano,SI,info@agriturismoilcastagnolino.com,3,43.4866803513,11.0123348236,Siena,1,7493
5220sr,I Pini,Agriturismi,0577 940462,Loc. Santa Margherita 37/38,San Gimignano,SI,info@ipinitoscana.com,2,43.4654323,11.048549,Siena,1,7493
5223sr,Podere La Lastra,Agriturismi,329 3948897,"Loc. Racciano La Lastra, 24",San Gimignano,SI,poderelalastra@email.it,2,43.450903,11.019844,Siena,1,7493
5225sr,Lucignanello Bandini,Agriturismi,0577 803068-62,Loc. Lucignano D'asso,San Giovanni D'asso,SI,info@borgolucignanello.com,2,43.1176069,11.5714993,Siena,1,
5228sr,Az.Agr.Fattoria La Canonica,Agriturismi,0577 834338,Podere La Canonica,San Giovanni D'asso,SI,info@canonicaholiday.com,3,43.1537099,11.589189,Siena,1,
