Id,url,Nome,Categoria,Telefono,Fax,Indirizzo,Comune,SiglaProvincia,website,Email,facilities,Valutazione,Latitudine,Longitudine,PRO_COM,Provincia,Regione,EsisteValutazione
2807sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=2807,"Bartalucci Angela - ""la Fonte Del Salcio""",Case per Vacanze,0564/993369,0564/993500,"Via Circonvallazione, 20",Cinigiano,GR,www.fontedelsalcio.com,fontedelsalcio@gmail.com,Aria Condizionata;Accettazione Animali;Proprio Parcheggio,0,42.8939978024,11.3839387894,CINIGIANO,Grosseto,Toscana,1
2810sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=2810,Futura C.A.V.,Case per Vacanze,0586/861888,0586/861888,"Via Lago Di Lugano, 3",Follonica,GR,www.appartamenti-mare.com,info@appartamenti-mare.com,Accettazione Animali;Proprio Parcheggio,0,42.9148093,10.7718169,FOLLONICA,Grosseto,Toscana,1
2830sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=2830,I Salici Del Pingrosso,Case per Vacanze,347/0335984,0564/35584,"Via Pingrossino, 242 Marina Di Grosseto",Grosseto,GR,www.maremmare.it,salici@alice.it,Accessibilit&agrave; Disabili;Riscaldamento;Cassette di Sicurezza in Camera;Parco o Giardino Proprio;Accettazione Animali;Proprio Parcheggio;Trasporto Clienti Stazione;Propria Piscina Scoperta;Mountain Bike;Giochi per Bambini;Accesso con Vetture Private;,0,42.7302438076,10.9957695007,GROSSETO,Grosseto,Toscana,1
2833sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=2833,Arcobaleno,Case per Vacanze,0564/491324,0564/491324,"Strada Marrucheto, 162 - Pollino",Grosseto,GR,www.casavacanzearcobaleno.com,info@casavacanzearcobaleno.com,Aria Condizionata;Proprio Parcheggio;Carta di Credito,0,42.7628597,11.1127828,GROSSETO,Grosseto,Toscana,1
2839sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=2839,Rio Grande,Case per Vacanze,0564/455970,0564/744540,"Via Rio Piccolo, 25/104 - Principina A M Are",Grosseto,GR,www.sportingclub-riogrande.it,amministrazione@ilborgoville.it,Accessibilit&agrave; Disabili;Riscaldamento;Aria Condizionata;Bar;Ristorante;Accettazione Animali;Proprio Parcheggio;Propria Piscina Scoperta;Spaccio Alimentare;Accettazione Gruppi;Accesso con Vetture Private;Animazione;Trekking;Visite Guidate;Somministr,0,42.7628597,11.1127828,GROSSETO,Grosseto,Toscana,1
2871sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=2871,Il Convento Di Montepozzali,Case per Vacanze,0566/919410 - 339/4141222,0566/919407,"Montepozzali, 10",Massa Marittima,GR,www.montepozzali.it,info@montepozzali.it,Proprio Parcheggio;Carta di Credito,0,43.0580154,10.9128995,MASSA MARITTIMA,Grosseto,Toscana,1
2878sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=2878,Il Girifalco S.R.L. - Villa Pegaso,Case per Vacanze,0566/902177/902339,0566/902177,"Via Massetana Nord, 25",Massa Marittima,GR,www.villapegaso.com,info@villapegaso.com,Riscaldamento;Accettazione Animali;Proprio Parcheggio;Carta di Credito;Bancomat;Accesso con Vetture Private;Spazio attrezzato per il consumo di alimenti o bevande (Escluso Ristorante);Rifornimento benzina immediate vicinanze,0,43.0524062,10.8873812,MASSA MARITTIMA,Grosseto,Toscana,1
2880sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=2880,La Locanda Del Minatore Sas,Case per Vacanze,0566/903742,0566/903742,Fenice Capanne,Massa Marittima,GR,www.lalocandadelminatore.it,info@lalocandadelminatore.it,Accessibilit&agrave; Disabili;Riscaldamento;Cassette di Sicurezza in Camera;Servizio Fax;Accesso Internet;Ristorante;Accettazione Animali;Proprio Parcheggio;Mountain Bike;Giochi per Bambini;Accettazione Gruppi;Accesso con Vetture Private;Maneggio;Trekkin,0,43.0169272,10.9119657,MASSA MARITTIMA,Grosseto,Toscana,1
2893sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=2893,Casa Marta,Case per Vacanze,0571/461400,0571/461400,Via Della Formica - Bottinello,Pitigliano,GR,www.casamarta.it,info@casamarta.it,Accettazione Animali,0,42.5985300649,11.6765651107,PITIGLIANO,Grosseto,Toscana,1
2898sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=2898,Podere Sant'angelo,Case per Vacanze,0564/984912,0564/984912,Podere Sant' Angelo Triana,Roccalbegna,GR,www.poderesantangelo.com,graham.bradford@libero.it,Accesso Internet;Wi-Fi;Parco o Giardino Proprio;Accettazione Animali;Proprio Parcheggio;Carta di Credito;Accesso con Vetture Private,0,42.7705810771,11.5378761291,ROCCALBEGNA,Grosseto,Toscana,1
2914sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=2914,Casa In Maremma,Case per Vacanze,0566/34041,0566/34350,Castellina,Scarlino,GR,www.casainmaremma.net,info@casainmaremma.net,Riscaldamento;Aria Condizionata;Bar;Vendita prodotti agricoli;Asciugacapelli;Servizio Fax;Tv Satellitare;Parco o Giardino Proprio;Ristorante;Accettazione Animali;Proprio Parcheggio;Propria Piscina Scoperta;Proprio Campo da Tennis;Carta di Credito;Bancoma,0,42.9510721,10.8311585,SCARLINO,Grosseto,Toscana,1
2924sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=2924,Piancasale,Case per Vacanze,0564/633665,0564/633665,Piancasale - Sovana,Sorano,GR,www.piancasale.com,info@piancasale.com,Accettazione Animali;Proprio Parcheggio;Propria Autorimessa,0,42.6825789,11.713699,SORANO,Grosseto,Toscana,1
2952sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=2952,I Briganti Di Capalbio,Residence,0564/642026,0564/890917,"Chiarone Scalo, 5 - Chiarone Scalo",Capalbio,GR,www.ibrigantidicapalbio.it,info@ibrigantidicapalbio.it,Aria Condizionata;Accettazione Animali;Proprio Parcheggio;Propria Piscina Scoperta;Carta di Credito,3,42.386658,11.441987,CAPALBIO,Grosseto,Toscana,1
2955sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=2955,Castel Porrona Residence,Residence,0564/993316,0564/994156,"Via Traversa, 2 - Porrona",Cinigiano,GR,www.castelporrona.it,info@castelporrona.it,Aria Condizionata;Accettazione Animali;Proprio Parcheggio;Propria Piscina Scoperta;Carta di Credito,4,42.9106746742,11.4113616943,CINIGIANO,Grosseto,Toscana,1
2962sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=2962,Borgo Magliano Il Poggio,Residence,0564/509042,0564/507099,"Via Della Capitana, 15, A - Sterpeti",Magliano in Toscana,GR,www.borgomaglianoresort.com,guest@borgomaglianoresort.com,Aria Condizionata;Accettazione Animali;Proprio Parcheggio;Propria Piscina Scoperta;Carta di Credito,4,42.6417543,11.2297105,MAGLIANO IN TOSCANA,Grosseto,Toscana,1
2964sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=2964,La Fenice,Residence,0566/903941,0564/904202,"Corso A. Diaz, 63",Massa Marittima,GR,www.lafeniceparkhotel.it,info@lafeniceparkhotel.it,Aria Condizionata;Propria Piscina Scoperta;Carta di Credito;Propria Autorimessa,4,43.0512591,10.8933723,MASSA MARITTIMA,Grosseto,Toscana,1
2965sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=2965,Massa Alta,Residence,0566/904237,0566/91838,"Via Goldoni, 5",Massa Marittima,GR,,info@massaalta.com,Accettazione Animali;Proprio Parcheggio;Carta di Credito,2,43.050082,10.8881655,MASSA MARITTIMA,Grosseto,Toscana,1
2969sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=2969,Terme Di Sorano,Residence,0564/633306,0564/632028,Filetta,Sorano,GR,www.termedisorano.it,info@termedisorano.it,Accettazione Animali;Proprio Parcheggio;Propria Piscina Scoperta;Carta di Credito,3,42.6622266,11.716115,SORANO,Grosseto,Toscana,1
3105sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=3105,Piccolo Hotel Aurora,Alberghi,+39 0577 778173,+39 0577 776445,"Via Piscinello, 51 - Loc. Montana",Abbadia San Salvatore,SI,,info@piccolohotelaurora.com,Accessibilit&agrave; Disabili;Riscaldamento;Ascensore;Bar;Telefono in camera;Asciugacapelli;Servizio Fax;Accesso Internet;Wi-Fi;Ristorante;Accettazione Animali;Proprio Parcheggio;Carta di Credito;Custodia Valori alla Reception;Sauna;Accesso con Vetture P,3,42.8760505887,11.6745400429,ABBADIA SAN SALVATORE,Siena,Toscana,1
3106sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=3106,Hotel Giardino,Alberghi,+39 0577 778106,+39 0577 776444,"Via I Maggio, 63",Abbadia San Salvatore,SI,,hotel.giardino@iol.it,Bar;Ristorante;Accettazione Animali,3,42.8827433,11.6699188,ABBADIA SAN SALVATORE,Siena,Toscana,1
3109sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=3109,Milano,Alberghi,+39 0577 778073,+39 0577 776421,"Via Della Pace, 74",Abbadia San Salvatore,SI,www.albergomilano.net,info@albergomilano.net,Bar;Ristorante;Accettazione Animali,3,42.8811267,11.6712387,ABBADIA SAN SALVATORE,Siena,Toscana,1
3111sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=3111,Gambrinus,Alberghi,+39 0577 778307,+39 0577 778307,"Via Esasseta, 38",Abbadia San Salvatore,SI,www.hotelgambrinusamiata.com,info@hotelgambrinusamiata.com,Accessibilit&agrave; Disabili;Riscaldamento;Ascensore;Bar;Telefono in camera;Frigo Bar;Asciugacapelli;Servizio Fax;Accesso Internet;Wi-Fi;Ristorante;Accettazione Animali;Proprio Parcheggio;Trasporto Clienti Stazione;Carta di Credito;Custodia Valori alla,3,42.8923875,11.6674871,ABBADIA SAN SALVATORE,Siena,Toscana,1
3113sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=3113,Albergo Ristorante Olimpia,Alberghi,+39 0577 778250,+39 0577 778250,"Via Trieste, 28/30/32",Abbadia San Salvatore,SI,www.albergoristoranteolimpia.it,info@albergoristoranteolimpia.it,Riscaldamento;Ascensore;Bar;Telefono in camera;Frigo Bar;Asciugacapelli;Servizio Fax;Ristorante;Carta di Credito;Bancomat;Accettazione Gruppi;Accesso con Vetture Private;Somministrazione Alimenti;Estintori;Sala separata per soggiorno o svago;Colazione Co,3,42.8799791,11.6752754,ABBADIA SAN SALVATORE,Siena,Toscana,1
3116sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=3116,San Marco,Alberghi,+39 0577 778089,+39 0577 775254,"Via Matteotti, 19",Abbadia San Salvatore,SI,www.greenparkhotels.it,hotelsanmarco2006@libero.it,Accessibilit&agrave; Disabili;Riscaldamento;Aria Condizionata;Ascensore;Bar;Telefono in camera;Frigo Bar;Asciugacapelli;Accesso Internet;Wi-Fi;Ristorante;Accettazione Animali;Carta di Credito;Bancomat;Custodia Valori alla Reception;Servizio Colazione in,3,42.8791115,11.6777342,ABBADIA SAN SALVATORE,Siena,Toscana,1
3118sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=3118,La Capannina,Alberghi,+39 0577 789713,+39 0577 789777,Via Vetta Amiata - Loc. Pianello,Abbadia San Salvatore,SI,www.albergolacapannina.it,info@albergolacapannina.it,Bar;Ristorante;Accettazione Animali;Carta di Credito,3,42.891923,11.631644,ABBADIA SAN SALVATORE,Siena,Toscana,1
3119sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=3119,Sella,Alberghi,+39 0577 789747,+39 0577 1959170,Loc. Pianello,Abbadia San Salvatore,SI,www.albergosella.it,info@albergosella.it,Riscaldamento;Bar;Telefono in camera;Cassette di Sicurezza in Camera;Frigo Bar;Asciugacapelli;Servizio Fax;Accesso Internet;Wi-Fi;Parco o Giardino Proprio;Ristorante;Discoteca;Carta di Credito;Bancomat;Custodia Valori alla Reception;Servizio Colazione in,3,42.891923,11.631644,ABBADIA SAN SALVATORE,Siena,Toscana,1
3124sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=3124,La Bocca Di Bacco,Alberghi,+39 0577 777624,+39 0577 778145,"Via Cavour, 80",Abbadia San Salvatore,SI,www.laboccadibacco.it,info@laboccadibacco.it,Bar;Ristorante;Carta di Credito,3,42.8815167,11.6754416,ABBADIA SAN SALVATORE,Siena,Toscana,1
3127sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=3127,Relais Castello Di Leonina,Alberghi,+39 0577 716088,+39 0577 716054,"Strada Di Leonina, 5 - Loc. Leonina",Asciano,SI,www.castelloleonina.com,c.leonina.prenotazioni@medeahotels.com,Accessibilit&agrave; Disabili;Riscaldamento;Aria Condizionata;Bar;Telefono in camera;Cassette di Sicurezza in Camera;Frigo Bar;Asciugacapelli;Servizio Fax;Tv Satellitare;Accesso Internet;Wi-Fi;Parco o Giardino Proprio;Ristorante;Accettazione Animali;Prop,2,43.2295842,11.5020752,ASCIANO,Siena,Toscana,1
3128sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=3128,Montaperti,Alberghi,+39 0577 36741,+39 0577 365395,Loc. Casanova Pansarine,Asciano,SI,www.montapertihotel.com,info@montapertihotel.com,Aria Condizionata;Bar;Ristorante;Accettazione Animali;Proprio Parcheggio;Propria Piscina Scoperta;Carta di Credito,4,43.3031482015,11.4253735542,ASCIANO,Siena,Toscana,1
3139sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=3139,Belvedere Di S. Leonino,Alberghi,+39 0577 740887,+39 0577 740924,"Loc. San Leonino, 23",Castellina in Chianti,SI,www.hotelsanleonino.com,info@hotelsanleonino.com,Riscaldamento;Aria Condizionata;Bar;Telefono in camera;Vendita prodotti agricoli;Frigo Bar;Asciugacapelli;Tv Satellitare;Accesso Internet;Wi-Fi;Ristorante;Proprio Parcheggio;Propria Piscina Scoperta;Mountain Bike;Carta di Credito;Servizio Baby Sitting;Se,3,43.417354,11.296531,CASTELLINA IN CHIANTI,Siena,Toscana,1
3140sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=3140,Hotel Salivolpi,Alberghi,+39 0577 740484,+39 0577 740998,"Via Fiorentina, 89 - Loc. Salivolpi",Castellina in Chianti,SI,www.hotelsalivolpi.com,info@hotelsalivolpi.com,Riscaldamento;Aria Condizionata;Bar;Telefono in camera;Cassette di Sicurezza in Camera;Frigo Bar;Asciugacapelli;Tv Satellitare;Accesso Internet;Wi-Fi;Parco o Giardino Proprio;Proprio Parcheggio;Propria Piscina Scoperta;Carta di Credito;Servizio Baby Sitt,3,43.4721896,11.2752387,CASTELLINA IN CHIANTI,Siena,Toscana,1
3142sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=3142,Villaggio Albergo Tenuta Di Ricavo,Alberghi,+39 0577 740221,+39 0577 741014,"Loc. Ricavo, 4",Castellina in Chianti,SI,www.ricavo.com,ricavo@ricavo.com,Aria Condizionata;Bar;Telefono in camera;Cassette di Sicurezza in Camera;Frigo Bar;Asciugacapelli;Servizio Fax;Accesso Internet;Wi-Fi;Parco o Giardino Proprio;Ristorante;Proprio Parcheggio;Propria Piscina Scoperta;Carta di Credito;Servizio Baby Sitting;S,4,43.498308736,11.2697410584,CASTELLINA IN CHIANTI,Siena,Toscana,1
3143sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=3143,Casafrassi,Alberghi,+39 0577 740621 -742037,+39 0577 740805,"Via Chiantigiana, 4 - Loc. Casafrassi",Castellina in Chianti,SI,www.casafrassi.it,info@casafrassi.it,Accessibilit&agrave; Disabili;Riscaldamento;Aria Condizionata;Ascensore;Bar;Telefono in camera;Vendita prodotti agricoli;Cassette di Sicurezza in Camera;Frigo Bar;Asciugacapelli;Servizio Fax;Accesso Internet;Wi-Fi;Parco o Giardino Proprio;Ristorante;Acce,4,43.4160213624,11.3080215454,CASTELLINA IN CHIANTI,Siena,Toscana,1
3149sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=3149,Hotel Borgo San Felice,Alberghi,+39 0577 3964,+39 0577 359089,Loc. San Felice,Castelnuovo Berardenga,SI,www.borgosanfelice.com,info@borgosanfelice.it,Aria Condizionata;Bar;Ristorante;Accettazione Animali;Proprio Parcheggio;Propria Piscina Scoperta;Carta di Credito;Servizio Baby Sitting,5,43.3878065,11.4574228,CASTELNUOVO BERARDENGA,Siena,Toscana,1
3156sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=3156,Borgo Scopeto Relais,Alberghi,+39 0577 3201,+39 0577 320555,"Strada Comunale, 14 - Fraz. Vagliagli",Castelnuovo Berardenga,SI,www.borgoscopetorelais.it,info@borgoscopetorelais.it,Aria Condizionata;Bar;Ristorante;Accettazione Animali;Proprio Parcheggio;Propria Piscina Scoperta;Carta di Credito;Servizio Baby Sitting,4,43.3473518,11.5043888,CASTELNUOVO BERARDENGA,Siena,Toscana,1
3158sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=3158,Albergo Terme San Filippo,Alberghi,+39 0577 872982,+39 0577 872684,Loc. Bagni S. Filippo,Castiglione d'Orcia,SI,www.termesanfilippo.com,info@termesanfilippo.it,Aria Condizionata;Bar;Ristorante;Proprio Parcheggio;Propria Piscina Scoperta;Carta di Credito;Impianti Termali Propri,3,42.9858488,11.6385328,CASTIGLIONE D'ORCIA,Siena,Toscana,1
3166sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=3166,Grand Hotel Ambasciatori,Alberghi,+39 0578 64371,+39 0578 64371,"Viale Della Liberta',512",Chianciano Terme,SI,www.barbettihotels.it,ambasciatori@barbettihotels.it,Aria Condizionata;Bar;Ristorante;Proprio Parcheggio;Propria Piscina Scoperta;Carta di Credito;Propria Autorimessa,4,43.046482,11.8174863,CHIANCIANO TERME,Siena,Toscana,1
3172sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=3172,Grand Hotel Capitol Garibaldi,Alberghi,+39 0578 64681,+39 0578 64686,"Viale Della Libertà, 492",Chianciano Terme,SI,www.capitolchianciano.it,info@capitolchianciano.it,Riscaldamento;Aria Condizionata;Ascensore;Bar;Telefono in camera;Cassette di Sicurezza in Camera;Frigo Bar;Asciugacapelli;Servizio Fax;Tv Satellitare;Accesso Internet;Wi-Fi;Ristorante;Proprio Parcheggio;Propria Piscina Scoperta;Carta di Credito;Bancomat;,4,43.0464696108,11.8174400926,CHIANCIANO TERME,Siena,Toscana,1
3176sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=3176,Grand Hotel Terme,Alberghi,+39 0578 63254,+39 0578 63524,"Piazza Italia, 8",Chianciano Terme,SI,www.medeahotels.com,ght.prenotazioni@medeahotels.com,Riscaldamento;Aria Condizionata;Ascensore;Bar;Telefono in camera;Cassette di Sicurezza in Camera;Frigo Bar;Asciugacapelli;Servizio Fax;Tv Satellitare;Accesso Internet;Wi-Fi;Parco o Giardino Proprio;Ristorante;Accettazione Animali;Proprio Parcheggio;Trasp,4,43.0442724,11.8137776,CHIANCIANO TERME,Siena,Toscana,1
3182sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=3182,Ardea,Alberghi,+39 0578 63783,+39 0578 63785,"Via Piave, 12",Chianciano Terme,SI,www.ardeahotel.it,ardeahtl@libero.it,Riscaldamento;Bar;Telefono in camera;Servizio Fax;Accesso Internet;Ristorante;Accettazione Animali;Proprio Parcheggio;Carta di Credito;Bancomat;Custodia Valori alla Reception;Servizio Colazione in Camera;Accettazione Gruppi;Accesso con Vetture Private;Sp,2,43.0544255,11.8225597,CHIANCIANO TERME,Siena,Toscana,1
3184sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=3184,Hotel Aurora,Alberghi,+39 0578 63617,+39 0578 64808,"Via Po', 13",Chianciano Terme,SI,www.aurorachianciano.com,info@aurorachianciano.com,Aria Condizionata;Bar;Ristorante;Accettazione Animali;Proprio Parcheggio;Carta di Credito,3,43.0487402,11.8179487,CHIANCIANO TERME,Siena,Toscana,1
3191sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=3191,Hotel Cristallo,Alberghi,+39 0578 64051- 64052,+39 0578 64051,"Via Lombardia, 35",Chianciano Terme,SI,www.hotelcristallo.biz,info@hotelcristallo.biz,Accessibilit&agrave; Disabili;Riscaldamento;Aria Condizionata;Ascensore;Bar;Telefono in camera;Cassette di Sicurezza in Camera;Frigo Bar;Asciugacapelli;Servizio Fax;Tv Satellitare;Accesso Internet;Wi-Fi;Ristorante;Accettazione Animali;Proprio Parcheggio;,4,43.0463422,11.8150098,CHIANCIANO TERME,Siena,Toscana,1
3212sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=3212,Villa Ricci,Alberghi,+39 0578 63906,+39 0578 63660,"Via G. Di Vittorio, 51",Chianciano Terme,SI,www.hotelvillaricci.it,info@hotelvillaricci.it,Aria Condizionata;Bar;Ristorante;Accettazione Animali;Proprio Parcheggio;Carta di Credito,3,43.0520499303,11.8202590942,CHIANCIANO TERME,Siena,Toscana,1
3216sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=3216,Sanremo,Alberghi,+39 0578 63301,+39 0578 63609,"Via P. Ingegnoli, 21",Chianciano Terme,SI,www.albergosanremo.net,albergosanremo@libero.it,Accessibilit&agrave; Disabili;Aria Condizionata;Ascensore;Bar;Telefono in camera;Frigo Bar;Asciugacapelli;Servizio Fax;Accesso Internet;Parco o Giardino Proprio;Ristorante;Accettazione Animali;Proprio Parcheggio;Propria Piscina Scoperta;Mountain Bike;Car,3,43.0471251,11.8175639,CHIANCIANO TERME,Siena,Toscana,1
3219sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=3219,Hotel Sole,Alberghi,+39 0578 60194,+39 0578 60196,"Via Delle Rose, 4",Chianciano Terme,SI,www.hotelsolechiancianoterme.it,hsole@libero.it,Riscaldamento;Aria Condizionata;Ascensore;Bar;Cassette di Sicurezza in Camera;Frigo Bar;Asciugacapelli;Servizio Fax;Accesso Internet;Wi-Fi;Parco o Giardino Proprio;Ristorante;Accettazione Animali;Proprio Parcheggio;Carta di Credito;Propria Autorimessa;Se,3,43.0429549446,11.8169116974,CHIANCIANO TERME,Siena,Toscana,1
3225sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=3225,Golf Hotel,Alberghi,+39 0578 63321,+39 0578 63352,"Via Veneto, 7",Chianciano Terme,SI,www.golfhotelchianciano.com,golfhotel@cretedisiena.com,Aria Condizionata;Bar;Ristorante;Accettazione Animali;Proprio Parcheggio;Carta di Credito;Servizio Baby Sitting,3,43.0478809092,11.8142080307,CHIANCIANO TERME,Siena,Toscana,1
3228sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=3228,Edelweiss,Alberghi,+39 0578 63724,+39 0578 63065,"Via Po, 27",Chianciano Terme,SI,www.hotelvillaedelweiss.it,info@hotelvillaedelweiss.it,Aria Condizionata;Bar;Ristorante;Accettazione Animali;Proprio Parcheggio,3,43.0487805,11.8176231,CHIANCIANO TERME,Siena,Toscana,1
3230sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=3230,Edy,Alberghi,+39 0578 63327,+39 0578 62044,"Piazza Indipendenza, 5",Chianciano Terme,SI,www.albergoedy.com,hotel-edy@libero.it,Accessibilit&agrave; Disabili;Riscaldamento;Aria Condizionata;Ascensore;Bar;Telefono in camera;Frigo Bar;Asciugacapelli;Servizio Fax;Tv Satellitare;Accesso Internet;Parco o Giardino Proprio;Ristorante;Trasporto Clienti Stazione;Carta di Credito;Bancomat;,3,43.0369013275,11.8239712715,CHIANCIANO TERME,Siena,Toscana,1
3239sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=3239,Lory,Alberghi,+39 0578 63704,+39 0578 63704,"Viale G. Di Vittorio, 286",Chianciano Terme,SI,www.hotellory.net,info@hotellory.net,Aria Condizionata;Bar;Ristorante;Accettazione Animali;Proprio Parcheggio;Carta di Credito,3,43.0488363,11.8175915,CHIANCIANO TERME,Siena,Toscana,1
3242sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=3242,Martini,Alberghi,+39 0578 63632,+39 0578 60123,"Via G. Baccelli, 174",Chianciano Terme,SI,www.albergomartini.it,info@albergomartini.it,Riscaldamento;Aria Condizionata;Ascensore;Bar;Telefono in camera;Cassette di Sicurezza in Camera;Frigo Bar;Asciugacapelli;Servizio Fax;Tv Satellitare;Accesso Internet;Wi-Fi;Ristorante;Accettazione Animali;Carta di Credito;Bancomat;Custodia Valori alla Re,3,43.0370116,11.8225464,CHIANCIANO TERME,Siena,Toscana,1
3247sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=3247,Paola,Alberghi,+39 0578 64696,+39 0578 64696,"V.Le Della Liberta', 132",Chianciano Terme,SI,,pensionepaola@libero.it,Riscaldamento;Ascensore;Bar;Telefono in camera;Asciugacapelli;Servizio Fax;Accesso Internet;Ristorante;Accettazione Animali;Proprio Parcheggio;Carta di Credito;Custodia Valori alla Reception;Accesso con Vetture Private;Estintori;Sala separata per soggior,2,43.055548,11.8222948,CHIANCIANO TERME,Siena,Toscana,1
3250sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=3250,Rinascente,Alberghi,+39 0578 64641,+39 0578 63865,"Via G. Baccelli, 119",Chianciano Terme,SI,www.hotelrinascente.com,hotelrinascente@libero.it,Aria Condizionata;Bar;Ristorante;Accettazione Animali;Proprio Parcheggio;Carta di Credito,3,43.0372966,11.8219903,CHIANCIANO TERME,Siena,Toscana,1
3251sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=3251,Risorgimento,Alberghi,+39 0578 63845,+39 0578 63845,"Via G. Baccelli, 133",Chianciano Terme,SI,www.risorgimentohotel.com,info@risorgimentohotel.com,Riscaldamento;Ascensore;Bar;Telefono in camera;Cassette di Sicurezza in Camera;Asciugacapelli;Ristorante;Proprio Parcheggio;Carta di Credito;Bancomat;Custodia Valori alla Reception;Servizio Colazione in Camera;Lavatura e Stiratura Biancheria;Accettazione,3,43.0372966,11.8219903,CHIANCIANO TERME,Siena,Toscana,1
3256sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=3256,Santa Caterina,Alberghi,+39 0578 31333,+39 0578 31390,"Via Arno, 64",Chianciano Terme,SI,www.hotel-santacaterina.it,info@hotel-santacaterina.it,Accessibilit&agrave; Disabili;Riscaldamento;Aria Condizionata;Ascensore;Bar;Telefono in camera;Cassette di Sicurezza in Camera;Frigo Bar;Asciugacapelli;Servizio Fax;Tv Satellitare;Wi-Fi;Parco o Giardino Proprio;Ristorante;Accettazione Animali;Proprio Par,3,43.0575396,11.8240051,CHIANCIANO TERME,Siena,Toscana,1
3268sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=3268,Villa Dionori,Alberghi,+39 0578 63358,+39 0578 63358,"Via G.Carducci, 5",Chianciano Terme,SI,,villadionori@libero.it,Bar;Ristorante;Accettazione Animali;Proprio Parcheggio;Carta di Credito,2,43.0370698,11.824002,CHIANCIANO TERME,Siena,Toscana,1
3274sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=3274,Villa Maria,Alberghi,+39 0578 63003,+39 0578 63003,"Via Macerina, 19",Chianciano Terme,SI,www.villamariachianciano.it,info@villamariachianciano.it,Aria Condizionata;Bar;Ristorante;Accettazione Animali;Proprio Parcheggio;Carta di Credito,3,43.038539,11.8179778,CHIANCIANO TERME,Siena,Toscana,1
3283sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=3283,Da Giancarlo,Alberghi,+39 0578 31230,+39 0578 320307,"Viale Della Liberta', 37",Chianciano Terme,SI,,dagiancarlo@libero.it,Ristorante;Propria Autorimessa,2,43.0570311,11.8238933,CHIANCIANO TERME,Siena,Toscana,1
